"","zip","year","total_est","total_large","construction_est","construction_large","manufacturing_est","manufacturing_large","wholesale_est","wholesale_large","retail_est","retail_large","logistics_est","logistics_large","professional_est","professional_large","education_est","education_large","health_care_est","health_care_large","services_est","services_large","government_est","government_large","entertainment_est","entertainment_large"
"232",10019,2010,4867,40,53,0,55,0,175,0,494,3,40,0,2776,37,54,0,424,1,428,0,9,0,938,6
"233",10019,2011,4854,45,50,0,51,0,178,0,473,3,41,0,2763,40,51,0,429,2,418,0,14,0,967,7
"234",10019,2012,4833,34,58,0,42,0,172,0,472,3,44,0,2804,30,52,0,441,1,422,0,6,0,910,6
"235",10019,2013,4903,40,59,0,40,0,169,1,466,3,44,0,2828,30,51,0,441,1,439,0,4,0,948,10
"236",10019,2014,4939,43,58,0,45,0,170,1,470,3,43,0,2863,32,58,0,451,1,451,0,8,0,931,11
"237",10019,2015,4832,41,66,0,43,0,153,1,451,3,44,0,2753,34,59,0,452,1,452,0,16,0,941,8
"238",10019,2016,4762,43,61,0,39,0,150,1,447,3,43,0,2693,38,66,0,437,1,459,0,16,0,938,8
"239",10020,2004,791,13,12,0,6,0,110,0,64,1,6,0,595,11,3,0,23,0,34,0,1,0,55,1
"240",10020,2005,750,14,13,0,7,0,107,0,60,1,5,0,552,12,3,0,22,0,35,0,1,0,53,1
"241",10020,2006,764,13,11,0,7,0,105,0,60,1,5,0,568,12,3,0,20,0,37,0,1,0,55,0
"242",10020,2007,706,14,11,0,6,0,84,0,64,1,8,0,522,13,4,0,20,0,37,0,NA,NA,49,0
"243",10020,2008,701,14,14,0,8,0,77,0,66,1,10,0,528,12,2,0,19,0,35,0,1,0,47,1
"244",10020,2009,735,11,13,0,4,0,75,0,62,1,8,0,562,10,7,0,27,0,35,0,1,0,49,0
"245",10020,2010,725,12,13,0,3,0,79,0,57,1,8,0,545,11,7,0,27,0,32,0,2,0,48,0
"246",10020,2011,733,12,12,0,4,0,88,0,55,1,9,0,544,11,9,0,32,0,31,0,3,0,48,0
"247",10020,2012,744,15,9,0,4,0,92,0,50,1,6,0,573,16,7,0,37,0,33,0,2,0,43,1
"248",10020,2013,747,11,10,0,4,0,94,0,47,2,6,0,574,8,8,0,32,0,38,0,2,0,47,1
"249",10020,2014,746,12,9,1,4,0,102,0,45,2,4,0,576,8,8,0,32,0,41,0,2,0,43,1
"250",10020,2015,714,13,9,1,3,0,101,0,47,1,3,0,544,12,7,0,30,0,37,0,NA,NA,46,0
"251",10020,2016,727,12,8,1,6,0,98,0,50,1,3,0,566,10,6,0,29,0,36,0,1,0,47,0
"252",10021,2004,5632,20,78,0,54,0,202,0,869,3,22,0,2146,6,62,3,1232,7,941,2,54,0,526,2
"253",10021,2005,5670,18,79,0,52,0,196,0,890,2,22,0,2183,6,69,3,1235,7,943,2,29,0,524,1
"254",10021,2006,5527,18,73,0,50,0,181,0,853,2,26,0,2106,7,74,3,1215,7,923,1,46,0,512,1
"255",10021,2007,4325,16,55,0,41,0,130,0,674,2,21,0,1596,5,62,3,1047,6,686,1,14,0,408,1
"256",10021,2008,4175,14,53,0,37,0,113,0,632,2,18,0,1544,2,62,3,1010,5,666,2,24,0,386,1
"257",10021,2009,4029,14,47,0,32,0,110,0,604,2,17,0,1458,2,59,3,996,5,649,3,27,0,375,0
"258",10021,2010,3879,14,42,0,32,0,104,0,572,2,17,0,1402,2,62,3,960,4,630,3,25,0,366,1
"259",10021,2011,3622,15,38,0,31,0,101,0,542,2,17,0,1318,4,53,2,838,4,632,3,15,0,341,2
"260",10021,2012,3269,14,29,0,29,0,86,0,499,2,13,0,1172,4,53,2,757,3,598,3,6,0,309,2
"261",10021,2013,3176,13,32,0,26,0,87,0,486,2,11,0,1111,4,51,2,741,4,572,1,12,0,302,2
"262",10021,2014,3082,14,30,0,21,0,88,0,459,2,13,0,1049,4,51,2,711,4,576,2,22,0,299,2
"263",10021,2015,3009,14,31,0,20,0,86,0,429,2,11,0,1050,4,54,2,689,4,565,2,34,0,281,2
"264",10021,2016,2892,14,33,0,22,0,79,0,402,2,8,0,1026,4,48,2,665,4,556,2,31,0,262,2
"265",10022,2004,6648,28,50,0,60,0,335,2,673,3,51,0,5017,24,40,0,417,0,605,0,42,0,609,5
"266",10022,2005,6668,38,48,0,59,0,331,2,683,2,50,0,5065,36,38,0,417,0,620,0,28,0,603,7
"267",10022,2006,6804,34,62,0,56,0,337,2,663,2,47,0,5181,35,39,0,423,0,627,0,33,0,612,6
"268",10022,2007,6782,39,69,0,59,0,360,2,646,2,36,0,5086,37,43,0,439,1,631,0,8,0,608,6
"269",10022,2008,6755,38,60,1,55,0,357,2,643,2,36,0,5009,34,41,0,444,1,630,0,12,0,619,6
"270",10022,2009,6620,33,56,0,48,0,331,1,636,3,44,0,4891,30,41,0,448,1,631,0,9,0,601,6
"271",10022,2010,6595,30,56,0,45,0,325,1,630,2,43,0,4881,27,41,0,462,1,623,0,15,0,601,6
"272",10022,2011,6529,30,58,0,49,0,309,1,629,2,38,0,4755,29,46,0,482,1,626,0,21,0,617,6
"273",10022,2012,6421,32,60,0,52,0,339,3,599,2,33,0,4635,30,48,0,485,1,640,0,10,0,617,4
"274",10022,2013,6387,30,60,0,43,0,330,1,592,3,33,0,4656,29,52,0,483,1,635,0,9,0,610,4
"275",10022,2014,6382,35,65,0,40,0,335,4,601,3,35,0,4624,31,45,0,494,1,645,0,13,0,612,5
"276",10022,2015,6341,37,72,0,39,0,320,4,597,2,34,0,4595,34,46,0,489,1,650,0,25,0,593,5
"277",10022,2016,6309,38,76,0,40,0,315,4,556,4,34,0,4575,33,48,0,494,1,651,1,28,0,597,5
"278",10023,2004,2296,8,34,0,24,0,75,0,234,2,16,0,1216,1,60,2,252,0,316,0,27,0,375,3
"279",10023,2005,2291,9,37,0,23,0,75,0,227,1,14,0,1215,1,59,2,250,0,310,0,22,0,382,5
"280",10023,2006,2256,12,35,0,18,0,68,0,214,1,13,0,1214,3,65,3,254,0,313,0,18,0,360,5
"281",10023,2007,2240,11,36,0,18,0,64,0,224,1,9,0,1176,2,61,3,253,0,315,0,7,0,370,5
"282",10023,2008,2251,11,36,0,22,0,56,0,223,1,9,0,1157,2,61,3,263,0,317,0,12,0,387,5
"283",10023,2009,2228,9,35,0,17,0,58,0,224,1,9,0,1143,2,58,2,267,0,317,0,14,0,373,4
"284",10023,2010,2240,11,36,0,16,0,56,0,228,1,7,0,1156,3,57,3,268,0,314,0,16,0,379,4
"285",10023,2011,2265,10,33,0,18,0,53,0,228,0,4,0,1171,3,63,3,262,0,320,0,13,0,389,4
"286",10023,2012,2280,11,30,0,17,0,62,0,230,0,6,0,1164,2,71,4,264,1,330,0,6,0,379,4
"287",10023,2013,2335,13,27,0,14,0,58,0,236,0,5,0,1187,5,74,4,266,1,343,0,20,0,378,4
"288",10023,2014,2375,15,24,0,19,0,55,0,238,0,5,0,1229,7,75,4,266,1,344,0,23,0,383,4
"289",10023,2015,2384,13,26,0,20,0,54,0,233,0,7,0,1238,6,80,3,267,1,349,0,24,0,384,4
"290",10023,2016,2280,15,26,0,17,0,54,0,219,0,7,0,1138,6,84,4,262,1,352,0,15,0,378,5
"291",10024,2004,2024,4,45,0,12,0,53,0,246,0,4,0,976,1,46,0,257,1,278,1,33,0,330,1
"292",10024,2005,2009,5,37,0,13,0,51,0,234,0,2,0,1015,2,49,0,262,1,268,1,20,0,333,1
"293",10024,2006,2007,5,39,0,13,0,53,0,233,0,3,0,1013,2,47,0,264,1,269,1,18,0,329,1
"294",10024,2007,1992,4,35,0,14,0,41,0,241,0,2,0,1005,1,47,0,265,1,278,1,7,0,329,1
"295",10024,2008,1969,4,31,0,18,0,38,0,219,0,5,0,977,1,52,0,279,1,285,1,14,0,318,1
"296",10024,2009,1976,4,31,0,17,0,36,0,218,0,4,0,959,1,55,0,278,1,291,1,23,0,322,1
"297",10024,2010,2012,3,32,0,17,0,37,0,219,0,4,0,985,0,58,0,286,2,292,0,19,0,327,1
"298",10024,2011,1961,3,36,0,16,0,39,0,216,0,3,0,940,0,52,0,288,2,279,0,15,0,327,1
"299",10024,2012,1966,3,32,0,8,0,36,0,217,0,1,0,979,0,52,0,288,2,289,0,3,0,319,1
"300",10024,2013,1999,2,31,0,7,0,37,0,214,0,1,0,985,0,65,0,283,1,302,0,9,0,321,1
"301",10024,2014,1984,3,33,0,8,0,31,0,220,0,2,0,953,0,58,0,281,2,308,0,17,0,319,1
"302",10024,2015,1996,3,34,0,9,0,28,0,214,0,2,0,958,0,54,0,275,2,317,0,25,0,329,1
"303",10024,2016,1971,3,34,0,7,0,29,0,215,0,2,0,931,0,53,0,272,2,301,0,22,0,345,1
"304",10025,2004,1898,5,37,0,18,0,38,0,244,0,12,0,906,0,56,1,177,3,308,1,16,0,318,0
"305",10025,2005,1907,6,33,0,14,0,38,0,248,0,11,0,909,0,59,1,187,4,303,1,18,0,315,0
"306",10025,2006,1959,5,38,0,13,0,38,0,234,0,10,0,959,0,72,0,195,4,304,1,14,0,328,0
"307",10025,2007,1944,5,38,0,17,0,37,0,227,0,9,0,951,0,68,1,196,3,301,1,3,0,346,0
"308",10025,2008,1934,5,31,0,16,0,38,0,223,0,11,0,929,0,71,1,201,3,302,1,7,0,350,0
"309",10025,2009,1996,4,35,0,15,0,41,0,227,0,12,0,929,0,68,0,210,3,312,1,13,0,376,0
"310",10025,2010,2043,3,33,0,16,0,42,0,240,0,11,0,965,0,64,0,210,2,314,1,8,0,402,0
"311",10025,2011,2040,4,41,0,14,0,42,0,234,0,9,0,934,0,68,1,223,2,313,1,9,0,399,0
"312",10025,2012,2052,3,42,0,13,0,49,0,228,0,8,0,949,0,75,0,216,2,315,1,3,0,407,0
"313",10025,2013,2055,3,36,0,11,0,43,0,223,0,11,0,948,0,79,0,221,2,318,1,9,0,407,0
"314",10025,2014,2045,3,33,0,9,0,44,0,217,0,9,0,948,0,79,0,218,2,316,1,14,0,407,0
"315",10025,2015,2027,4,36,0,12,0,47,0,213,0,8,0,931,0,81,1,209,2,316,1,13,0,403,0
"316",10025,2016,2044,5,37,0,14,0,42,0,213,0,9,0,928,0,88,1,212,3,325,1,11,0,408,0
"317",10026,2004,272,0,7,0,2,0,3,0,43,0,5,0,NA,NA,5,0,32,0,59,0,1,0,17,0
"318",10026,2005,293,0,10,0,2,0,3,0,39,0,4,0,NA,NA,5,0,34,0,64,0,3,0,26,0
"319",10026,2006,293,0,12,0,1,0,3,0,41,0,4,0,115,0,5,0,34,0,60,0,5,0,24,0
"320",10026,2007,330,0,17,0,2,0,6,0,49,0,4,0,NA,NA,6,0,35,0,66,0,1,0,29,0
"321",10026,2008,346,0,12,0,2,0,3,0,47,0,4,0,NA,NA,9,0,32,0,69,0,NA,NA,38,0
"322",10026,2009,364,0,14,0,3,0,3,0,49,0,6,0,NA,NA,9,0,37,0,64,0,NA,NA,47,0
"323",10026,2010,396,0,9,0,4,0,4,0,54,0,6,0,NA,NA,16,0,42,0,67,0,2,0,57,0
"324",10026,2011,421,0,7,0,4,0,6,0,61,0,7,0,NA,NA,14,0,45,0,76,0,1,0,59,0
"325",10026,2012,455,0,7,0,3,0,5,0,71,0,8,0,NA,NA,14,0,54,0,77,0,2,0,68,0
"326",10026,2013,463,0,9,0,4,0,6,0,67,0,6,0,NA,NA,13,0,54,0,81,0,2,0,77,0
"327",10026,2014,479,0,12,0,4,0,6,0,66,0,6,0,NA,NA,13,0,53,0,79,0,2,0,85,0
"328",10026,2015,511,0,15,0,5,0,5,0,71,0,7,0,NA,NA,17,0,55,0,87,0,3,0,90,0
"329",10026,2016,529,0,19,0,5,0,4,0,72,0,7,0,NA,NA,18,0,54,0,89,0,2,0,96,0
"330",10027,2004,847,4,32,0,10,0,24,0,183,0,7,0,231,0,27,4,103,0,152,0,3,0,111,0
"331",10027,2005,877,5,33,0,9,0,20,0,190,0,8,0,243,0,32,5,103,0,154,0,8,0,113,0
"332",10027,2006,877,4,34,0,9,0,19,0,179,0,7,0,265,0,31,4,101,0,155,0,2,0,118,0
"333",10027,2007,911,5,37,0,6,0,19,0,180,0,8,0,271,1,29,4,112,0,171,0,NA,NA,122,0
"334",10027,2008,923,4,41,0,7,0,12,0,167,0,7,0,288,0,31,4,114,0,166,0,1,0,139,0
"335",10027,2009,939,4,39,0,7,0,13,0,179,0,9,0,288,0,34,4,114,0,158,0,5,0,142,0
"336",10027,2010,954,5,41,0,4,0,14,0,192,0,5,0,281,0,39,5,112,0,161,0,7,0,144,0
"337",10027,2011,966,6,35,0,4,0,15,0,186,0,6,0,306,1,39,5,113,0,173,0,3,0,138,0
"338",10027,2012,965,6,36,0,4,0,18,0,176,0,4,0,323,1,35,5,109,0,179,0,2,0,147,0
"339",10027,2013,1033,5,40,0,5,0,16,0,180,0,5,0,348,1,39,4,120,0,182,0,1,0,171,0
"340",10027,2014,1055,6,36,0,5,0,15,0,185,0,5,0,375,2,37,4,115,0,191,0,2,0,171,0
"341",10027,2015,1049,6,40,0,5,0,16,0,186,0,4,0,370,2,35,4,113,0,176,0,2,0,182,0
"342",10027,2016,1083,6,46,0,6,0,19,0,189,0,6,0,384,2,43,4,113,0,173,0,4,0,178,0
"343",10028,2004,1995,2,39,0,14,0,57,0,320,0,7,0,756,1,35,0,344,0,337,0,10,0,255,1
"344",10028,2005,2021,3,41,0,14,0,61,0,320,0,7,0,771,3,34,0,348,0,343,0,4,0,264,1
"345",10028,2006,2002,3,41,0,12,0,59,0,304,0,8,0,778,3,35,0,360,0,336,0,16,0,242,1
"346",10028,2007,2005,2,33,0,11,0,55,0,279,0,10,0,796,2,36,0,352,0,367,0,8,0,254,1
"347",10028,2008,1983,2,33,0,14,0,52,0,269,0,7,0,757,2,37,0,355,0,366,0,11,0,253,1
"348",10028,2009,1960,2,32,0,14,0,49,0,257,0,6,0,749,2,41,0,353,0,368,0,11,0,246,1
"349",10028,2010,1955,2,28,0,14,0,45,0,252,0,6,0,751,2,40,0,355,0,372,0,14,0,252,1
"350",10028,2011,1959,3,32,0,12,0,46,0,246,0,8,0,747,3,41,0,338,0,385,0,6,0,268,1
"351",10028,2012,1908,3,34,0,11,0,37,0,259,0,8,0,739,3,45,0,332,0,351,0,3,0,259,1
"352",10028,2013,1894,3,34,0,11,0,34,0,251,0,6,0,722,4,41,0,335,0,355,0,11,0,263,1
"353",10028,2014,1897,1,31,0,13,0,36,0,253,0,6,0,721,0,41,0,322,0,364,0,14,0,265,1
"354",10028,2015,1870,3,36,0,15,0,36,0,247,0,6,0,714,2,37,0,323,1,355,0,19,0,251,1
"355",10028,2016,1819,2,29,0,13,0,27,0,233,0,7,0,715,2,37,0,313,0,345,0,19,0,250,1
"356",10029,2004,799,6,29,0,6,0,17,0,197,0,6,0,192,0,21,1,120,5,136,0,7,0,95,0
"357",10029,2005,813,4,33,0,5,0,17,0,200,0,6,0,194,0,21,1,127,3,144,0,3,0,92,0
"358",10029,2006,819,4,33,0,5,0,19,0,189,0,8,0,NA,NA,21,1,130,3,145,0,NA,NA,104,0
"359",10029,2007,850,4,33,0,5,0,17,0,197,0,8,0,213,0,24,1,144,3,131,0,NA,NA,109,0
"360",10029,2008,895,4,34,0,6,0,19,0,200,0,5,0,216,0,20,1,147,3,126,0,6,0,143,0
"361",10029,2009,908,4,32,0,5,0,15,0,219,0,7,0,210,0,21,1,149,3,122,0,3,0,150,0
"362",10029,2010,1016,4,37,0,4,0,15,0,245,0,5,0,259,0,20,1,158,3,133,0,3,0,165,0
"363",10029,2011,1009,4,39,0,5,0,15,0,243,0,6,0,257,0,23,1,151,3,132,0,1,0,166,0
"364",10029,2012,1035,4,38,0,6,0,16,0,250,0,7,0,265,0,25,1,148,3,138,0,1,0,173,0
"365",10029,2013,1041,4,42,0,7,0,18,0,248,0,9,0,233,0,23,1,149,3,155,0,NA,NA,195,0
"366",10029,2014,1060,5,41,0,7,0,16,0,250,0,8,0,251,0,23,2,152,3,155,0,5,0,196,0
"367",10029,2015,1065,5,40,0,9,0,17,0,249,0,8,0,251,0,25,2,145,3,150,0,4,0,210,0
"368",10029,2016,1068,5,47,0,9,0,15,0,247,0,7,0,259,0,25,2,142,3,147,0,5,0,210,0
"369",10030,2004,218,0,4,0,1,0,2,0,24,0,2,0,84,0,7,0,37,0,47,0,3,0,18,0
"370",10030,2005,226,0,5,0,1,0,2,0,26,0,3,0,85,0,6,0,38,0,52,0,1,0,19,0
"371",10030,2006,231,0,5,0,1,0,2,0,28,0,3,0,102,0,6,0,35,0,42,0,1,0,20,0
"372",10030,2007,220,0,7,0,1,0,3,0,29,0,2,0,84,0,6,0,27,0,43,0,NA,NA,27,0
"373",10030,2008,221,0,7,0,1,0,1,0,27,0,1,0,88,0,9,0,30,0,39,0,NA,NA,30,0
"374",10030,2009,231,0,4,0,1,0,NA,NA,31,0,2,0,89,0,8,0,31,0,41,0,NA,NA,35,0
"375",10030,2010,237,0,4,0,1,0,NA,NA,33,0,3,0,NA,NA,11,0,36,0,36,0,1,0,33,0
"376",10030,2011,252,0,4,0,1,0,NA,NA,35,0,4,0,NA,NA,11,0,34,0,33,0,NA,NA,34,0
"377",10030,2012,269,0,4,0,1,0,NA,NA,38,0,3,0,107,0,10,0,40,0,42,0,NA,NA,35,0
"378",10030,2013,271,0,5,0,1,0,2,0,37,0,4,0,101,0,9,0,41,0,46,0,NA,NA,36,0
"379",10030,2014,277,0,7,0,1,0,1,0,41,0,1,0,117,0,8,0,39,0,41,0,NA,NA,36,0
"380",10030,2015,283,0,8,0,2,0,2,0,41,0,1,0,114,0,9,0,41,0,44,0,1,0,36,0
"381",10030,2016,301,0,5,0,3,0,1,0,41,0,1,0,NA,NA,13,0,42,0,44,0,1,0,48,0
"382",10031,2004,594,1,10,0,3,0,14,0,131,0,7,0,NA,NA,10,0,61,0,96,0,6,0,50,0
"383",10031,2005,608,1,11,0,3,0,13,0,131,0,6,0,NA,NA,9,0,66,0,97,0,3,0,54,0
"384",10031,2006,628,1,16,0,3,0,13,0,131,0,6,0,NA,NA,13,0,65,0,92,0,4,0,68,0
"385",10031,2007,616,1,15,0,2,0,7,0,128,0,6,0,NA,NA,11,0,69,0,82,0,1,0,64,0
"386",10031,2008,639,1,19,0,1,0,5,0,124,0,9,0,NA,NA,11,0,72,0,84,1,1,0,64,0
"387",10031,2009,662,1,21,0,1,0,6,0,126,0,7,0,NA,NA,12,0,70,0,88,1,1,0,78,0
"388",10031,2010,668,1,18,0,2,0,8,0,130,0,9,0,NA,NA,12,0,76,0,83,1,NA,NA,82,0
"389",10031,2011,670,1,15,0,2,0,8,0,137,0,8,0,NA,NA,10,0,82,0,87,1,2,0,80,0
"390",10031,2012,687,1,13,0,2,0,7,0,138,0,12,0,NA,NA,10,0,78,0,98,1,NA,NA,86,0
"391",10031,2013,724,0,19,0,2,0,9,0,147,0,12,0,NA,NA,13,0,75,0,100,0,3,0,89,0
"392",10031,2014,752,1,19,0,2,0,9,0,149,0,12,0,NA,NA,13,0,79,0,101,1,6,0,101,0
"393",10031,2015,751,0,19,0,3,0,7,0,150,0,12,0,NA,NA,14,0,77,0,105,0,3,0,101,0
"394",10031,2016,801,1,21,0,5,0,6,0,153,0,13,0,NA,NA,13,0,78,0,111,1,3,0,113,0
"395",10032,2004,716,2,9,0,4,0,16,0,181,0,10,0,237,2,5,0,104,1,89,0,7,0,86,0
"396",10032,2005,718,2,11,0,4,0,11,0,186,0,10,0,231,2,5,0,107,1,98,0,6,0,81,0
"397",10032,2006,718,2,8,0,2,0,14,0,181,0,9,0,247,2,5,0,111,1,90,0,4,0,84,0
"398",10032,2007,709,2,9,0,5,0,11,0,177,0,8,0,225,2,6,0,113,1,93,0,1,0,88,0
"399",10032,2008,691,2,10,0,5,0,11,0,161,0,8,0,220,2,7,0,110,1,94,0,2,0,87,0
"400",10032,2009,727,2,15,0,5,0,12,0,167,0,9,0,225,2,7,0,107,1,97,0,NA,NA,109,0
"401",10032,2010,740,2,16,0,6,0,10,0,178,0,12,0,224,2,6,0,113,1,98,0,NA,NA,107,0
"402",10032,2011,764,2,13,0,4,0,10,0,188,0,14,0,238,2,5,0,112,1,101,0,NA,NA,109,0
"403",10032,2012,803,3,13,0,7,0,12,0,178,0,18,0,272,2,7,0,114,2,107,0,1,0,111,0
"404",10032,2013,858,3,16,0,8,0,13,0,188,0,17,0,293,2,11,0,122,2,111,0,4,0,119,0
"405",10032,2014,823,4,14,0,4,0,14,0,171,0,13,0,286,3,13,0,122,2,111,0,5,0,113,0
"406",10032,2015,830,4,13,0,4,0,15,0,170,0,12,0,280,3,12,0,132,2,113,0,6,0,118,0
"407",10032,2016,831,4,13,0,4,0,16,0,172,0,14,0,277,3,11,0,136,2,109,0,6,0,118,0
"408",10033,2004,952,1,18,0,6,0,11,0,296,0,13,0,339,0,14,1,105,0,113,0,8,0,77,0
"409",10033,2005,939,1,17,0,5,0,15,0,289,0,10,0,339,0,13,1,110,0,102,0,7,0,79,0
"410",10033,2006,944,1,15,0,6,0,12,0,284,0,10,0,366,0,16,1,103,0,102,0,8,0,78,0
"411",10033,2007,966,1,15,0,7,0,11,0,275,0,11,0,383,0,18,1,111,0,102,0,4,0,84,0
"412",10033,2008,946,1,14,0,7,0,15,0,276,0,12,0,NA,NA,17,1,103,0,106,0,2,0,89,0
"413",10033,2009,963,1,13,0,7,0,11,0,282,0,13,0,NA,NA,19,1,105,0,117,0,7,0,103,0
"414",10033,2010,1000,1,17,0,9,0,12,0,288,0,13,0,NA,NA,20,1,112,0,114,0,6,0,112,0
"415",10033,2011,1002,1,14,0,11,0,11,0,278,0,14,0,NA,NA,20,1,122,0,120,0,4,0,111,0
"416",10033,2012,1012,1,15,0,12,0,15,0,268,0,15,0,NA,NA,19,1,128,0,116,0,1,0,114,0
"417",10033,2013,1014,1,12,0,12,0,17,0,263,0,16,0,NA,NA,17,1,137,0,123,0,3,0,121,0
"418",10033,2014,985,1,11,0,13,0,15,0,257,0,16,0,NA,NA,18,1,130,0,118,0,4,0,115,0
"419",10033,2015,958,1,16,0,12,0,13,0,248,0,16,0,NA,NA,19,1,127,0,117,0,2,0,117,0
"420",10033,2016,988,0,20,0,10,0,14,0,257,0,16,0,NA,NA,24,0,130,0,123,0,NA,NA,111,0
"421",10034,2004,543,1,17,0,3,0,9,0,128,0,12,0,188,1,6,0,57,0,84,0,3,0,58,0
"422",10034,2005,536,1,21,0,3,0,11,0,133,0,12,0,NA,NA,7,0,55,0,82,0,2,0,58,0
"423",10034,2006,544,0,19,0,3,0,10,0,133,0,11,0,NA,NA,9,0,55,0,82,0,2,0,53,0
"424",10034,2007,537,0,16,0,4,0,11,0,124,0,7,0,NA,NA,10,0,52,0,85,0,2,0,54,0
"425",10034,2008,545,0,17,0,4,0,9,0,130,0,7,0,NA,NA,8,0,55,0,85,0,NA,NA,56,0
"426",10034,2009,560,0,16,0,3,0,10,0,139,0,8,0,NA,NA,9,0,51,0,83,0,1,0,70,0
"427",10034,2010,575,0,17,0,3,0,10,0,140,0,7,0,NA,NA,11,0,52,0,86,0,1,0,70,0
"428",10034,2011,588,0,13,0,5,0,11,0,132,0,8,0,NA,NA,10,0,53,0,95,0,3,0,73,0
"429",10034,2012,600,1,14,0,4,0,11,0,126,0,10,0,NA,NA,10,0,59,1,93,0,1,0,78,0
"430",10034,2013,600,1,15,0,3,0,13,0,127,0,10,0,NA,NA,12,0,62,1,92,0,1,0,75,0
"431",10034,2014,637,1,13,0,3,0,15,0,120,0,9,0,NA,NA,11,0,72,1,94,0,4,0,88,0
"432",10034,2015,646,1,14,0,3,0,16,0,116,0,12,0,NA,NA,11,0,73,1,101,0,4,0,98,0
"433",10034,2016,665,1,17,0,3,0,13,0,118,0,16,0,NA,NA,13,0,71,1,102,0,4,0,113,0
"434",10035,2004,480,4,26,0,10,0,13,0,115,0,5,0,137,0,10,0,74,4,63,0,5,0,39,0
"435",10035,2005,491,4,28,0,10,0,12,0,114,0,5,0,143,0,12,0,70,4,65,0,5,0,45,0
"436",10035,2006,496,4,32,0,10,0,13,0,115,0,4,0,141,0,13,0,75,4,70,0,1,0,43,0
"437",10035,2007,513,4,27,0,12,0,13,0,116,0,5,0,144,0,16,0,75,4,73,0,NA,NA,53,0
"438",10035,2008,528,4,28,0,12,0,10,0,120,0,4,0,148,0,19,0,85,4,65,0,NA,NA,60,0
"439",10035,2009,536,4,25,0,10,0,11,0,124,0,6,0,151,0,20,0,91,4,63,0,NA,NA,57,0
"440",10035,2010,572,4,28,0,10,0,11,0,137,0,6,0,162,0,18,0,100,4,62,0,NA,NA,61,0
"441",10035,2011,608,4,30,0,13,0,10,0,144,0,5,0,170,0,21,0,101,4,69,0,2,0,64,0
"442",10035,2012,615,1,30,0,11,0,15,0,142,0,6,0,184,0,19,0,101,1,64,0,NA,NA,70,0
"443",10035,2013,638,1,28,0,9,0,14,0,154,0,9,0,180,0,19,0,98,1,79,0,1,0,73,0
"444",10035,2014,638,1,27,0,9,0,14,0,157,0,11,0,190,0,20,0,96,1,74,0,1,0,70,0
"445",10035,2015,645,1,27,0,9,0,13,0,165,0,12,0,186,0,20,0,101,1,67,0,2,0,70,0
"446",10035,2016,653,2,26,0,11,0,10,0,158,0,14,0,200,0,20,0,101,2,63,0,NA,NA,81,0
"447",10036,2004,6241,38,59,0,417,0,1751,0,593,0,56,0,2613,44,33,0,101,0,358,0,31,0,885,3
"448",10036,2005,6282,39,67,0,403,0,1737,0,629,0,64,1,2643,41,36,0,104,0,377,1,18,0,865,4
"449",10036,2006,6269,37,77,0,366,0,1748,0,621,0,55,1,2699,36,32,0,102,0,361,1,19,0,849,5
"450",10036,2007,6167,40,71,0,367,0,1695,0,614,0,50,2,2660,40,35,0,107,0,353,1,8,0,858,6
"451",10036,2008,6098,36,64,0,363,0,1634,0,608,0,53,1,2573,34,32,0,118,0,352,1,10,0,891,7
"452",10036,2009,6003,40,67,0,330,0,1565,0,614,0,50,1,2583,41,35,0,116,0,349,0,10,0,879,6
"453",10036,2010,5974,37,59,0,309,0,1552,0,608,0,47,1,2617,37,35,0,118,0,367,0,6,0,881,7
"454",10036,2011,6043,38,54,0,304,0,1562,0,614,0,47,1,2655,42,39,0,123,0,371,1,8,0,905,4
"455",10036,2012,6118,38,52,0,298,0,1514,0,631,1,44,1,2740,40,47,0,122,0,375,1,1,0,946,4
"456",10036,2013,6179,36,62,0,290,0,1518,0,613,1,41,1,2767,36,47,0,142,0,384,1,3,0,965,4
"457",10036,2014,6230,35,65,0,284,0,1520,0,638,1,46,1,2801,37,47,0,139,0,373,0,10,0,982,4
"458",10036,2015,6131,40,60,0,275,0,1479,0,619,2,51,1,2756,44,60,0,140,0,383,0,7,0,964,3
"459",10036,2016,6085,41,59,0,275,0,1455,0,609,2,48,1,2717,44,64,0,139,0,393,0,7,0,978,3
"460",10037,2004,163,1,1,0,3,0,3,0,31,0,1,0,53,0,2,0,29,1,32,0,1,0,18,0
"461",10037,2005,157,1,1,0,3,0,2,0,31,0,2,0,52,0,3,0,27,1,29,0,1,0,15,0
"462",10037,2006,168,2,6,0,4,0,1,0,36,0,1,0,51,2,3,0,27,1,33,0,NA,NA,15,0
"463",10037,2007,181,1,9,0,3,0,2,0,33,0,1,0,57,0,4,0,28,1,32,0,NA,NA,21,0
"464",10037,2008,187,1,8,0,4,0,2,0,38,0,NA,NA,60,0,2,0,28,1,32,0,1,0,25,0
"465",10037,2009,196,1,7,0,3,0,1,0,39,0,NA,NA,64,0,3,0,32,1,32,0,1,0,28,0
"466",10037,2010,206,1,9,0,3,0,1,0,36,0,2,0,NA,NA,3,0,31,1,36,0,2,0,30,0
"467",10037,2011,214,1,9,0,3,0,NA,NA,41,0,1,0,68,0,4,0,35,1,37,0,2,0,26,0
