"year","zip","emp","ap","qp1"
2004,10507,2677,133216.813399806,29430.8482378894
2004,10509,7055,350901.441171799,77261.3096638137
2004,10510,3574,212935.085664873,48476.7003123622
2004,10511,1801,177824.864223065,43894.0509662049
2004,10512,5825,277379.533219801,64409.3122368305
2004,10514,2500,124249.778288185,29090.7885520163
2004,10516,1306,53788.4075090444,11439.0557063443
2004,10517,19,794.309155563399,116.699449395571
2004,10518,324,11653.6321132975,2410.53378805259
2004,10519,311,14018.9919209389,3178.4914550428
2004,10520,3127,110683.781004147,24958.6241771817
2004,10521,17,452.994636901086,114.189783817171
2004,10522,4634,216367.053343334,52046.6995976353
2004,10523,12879,725996.058519369,173862.102274773
2004,10524,761,34708.6749492632,7559.11272213889
2004,10526,441,30004.3068225536,7162.58556075179
2004,10527,194,9576.88384717198,1874.72018706433
2004,10528,5092,398469.642544781,107388.590099709
2004,10530,3554,151952.721775346,32510.2079025854
2004,10532,7490,473329.202250066,113500.880615901
2004,10533,1629,102050.531414453,24299.8369628519
2004,10535,1124,55055.7886261361,14648.9179811171
2004,10536,3026,152071.93089032,37282.3369999118
2004,10537,32,1938.71665931351,480.600958263479
2004,10538,3980,203599.129713227,40388.048153181
2004,10540,679,28304.0083931881,6630.53645813113
2004,10541,3495,125751.813136857,26513.3620030001
2004,10542,90,2552.32989323216,607.339069972647
2004,10543,8658,421795.729263214,92871.4295614578
2004,10545,767,26443.0913668049,6441.05670696197
2004,10546,842,45650.8168710845,9529.20020118239
2004,10547,2306,62220.8838524663,14065.4207341392
2004,10548,1903,94614.3923056561,24560.8421830054
2004,10549,10061,634425.890560311,127788.406753728
2004,10550,14809,749944.542301245,163805.872302127
2004,10551,138,7994.53969999118,1731.66924909556
2004,10552,2537,104811.163550693,24633.622484779
2004,10553,2217,72873.1593999824,16478.4641877702
2004,10557,0,0,0
2004,10558,0,0,0
2004,10560,749,34430.1020700609,7912.9755686932
2004,10562,5895,244885.638143475,55282.9133609812
2004,10566,6215,269052.462830672,63051.5831589165
2004,10567,3129,155389.708784964,33719.8667113739
2004,10570,7291,446067.959904703,106124.973480985
2004,10572,0,0,0
2004,10573,14456,906669.393173918,209864.509829701
2004,10576,710,41861.2218477014,7783.72779140563
2004,10577,10645,1443638.69516104,492272.158035825
2004,10578,403,16785.8982211242,3478.39649166152
2004,10579,642,27118.1914073944,5688.15703344216
2004,10580,7420,738953.461900645,191969.339422924
2004,10583,11903,496666.582463602,108430.101314745
2004,10587,48,2572.40721785935,545.852263301862
2004,10588,444,17093.3322544781,3512.27697696991
2004,10589,12497,1452614.51410218,415640.774432189
2004,10590,758,32722.2746439601,6550.22715962235
2004,10591,15148,1158142.90346069,292293.220919439
2004,10594,2394,127588.888340245,28590.1102691256
2004,10595,12073,912923.479795289,237665.33027442
2004,10596,73,1955.02948557311,506.952446836672
2004,10597,79,3872.41398747022,698.941863584224
2004,10598,11386,708920.293923939,179704.603741287
2004,11001,7316,267623.208283773,59712.4731068561
2004,11002,110,4960.35401570635,1346.43558281126
2004,11003,7798,304960.75792641,66015.4982070061
2004,11004,2633,116324.2543916,27584.9892049766
2004,11005,345,15631.4520550605,3442.00634077473
2004,11010,4301,154286.710763258,34849.2162216536
2004,11020,770,36918.4354910439,6537.67883173035
2004,11021,14642,960377.491384453,224193.445449572
2004,11022,144,8790.10368834378,2582.44588017295
2004,11023,1926,94708.5047648461,21355.9992393894
2004,11024,1161,53219.968255537,11529.4036671667
2004,11025,0,0,0
2004,11027,0,0,0
2004,11030,18372,1242993.44183358,290168.789007324
2004,11040,22543,1221757.90654196,286386.722980676
2004,11042,15788,1285060.45625871,297131.856154593
2004,11043,0,0,0
2004,11044,0,0,0
2004,11050,13936,805054.288737316,192402.256735198
2004,11051,0,0,0
2004,11054,0,0,0
2004,11055,0,0,0
2004,11096,5198,221909.649773229,55058.2982917145
2004,11101,57679,2954403.41554752,727318.652279185
2004,11102,6783,301903.985251919,67231.4311797406
2004,11103,9661,306475.341102974,70022.1793029207
2004,11104,4629,144525.366496073,34605.7786605489
2004,11105,10269,564312.108463779,133775.213991
2004,11106,9899,412060.736484603,101904.970810906
2004,11109,33,2876.07675284567,458.013968057884
2004,11120,0,0,0
2004,11201,52924,2681641.66699197,735330.759638225
2004,11202,77,2692.87116562252,616.122899497044
2004,11203,15896,918247.735319863,264635.451412689
2004,11204,9546,303207.756519898,61451.6713526869
2004,11205,10558,368884.44987382,87120.5308885556
2004,11206,16673,751353.719523516,179614.255780464
2004,11207,13552,523131.005987823,129939.190154416
2004,11208,10800,359980.156401659,83934.5104367776
2004,11209,14876,615888.245765464,143670.825366629
2004,11210,6921,230312.01012971,52430.6784311304
2004,11211,29356,1002143.34594018,238314.078826436
2004,11212,9342,416020.988767317,102117.037552281
2004,11213,8438,377310.652053296,90327.88349775
2004,11214,9958,330238.109632048,77990.3675143387
2004,11215,16026,731492.226136063,163659.05686579
2004,11216,3781,101172.148462014,24579.6646748434
2004,11217,10840,516514.272690374,98331.2070272656
2004,11218,7354,241457.434963381,53537.4409512045
2004,11219,24515,1021978.48783905,243554.260554134
2004,11220,17826,768059.308446131,172713.930272655
2004,11221,3761,120303.329166152,27212.3038665843
2004,11222,15040,751957.294095121,170216.813022148
2004,11223,13229,425925.38397247,103660.481882997
2004,11224,5539,225101.944388953,50071.592787435
2004,11225,3381,108371.124173652,23924.6419588812
2004,11226,7524,235135.587371393,54247.6763098915
2004,11228,5298,202518.718681726,47305.9413200389
2004,11229,10743,357488.058482309,79013.0562375365
2004,11230,14942,480830.592663902,113789.492157416
2004,11231,7238,320703.890099709,74181.9499991177
2004,11232,16707,608719.386040766,137273.687807289
2004,11233,2629,83890.5912891556,19027.0295826348
2004,11234,16186,582802.069612636,138281.318537016
2004,11235,16182,637261.812663902,148115.443105974
2004,11236,9838,398546.187344922,95921.9280720022
2004,11237,12061,500896.623795994,116970.493278038
2004,11238,7015,243821.539938234,54650.4776352246
2004,11239,3022,83703.6212035649,19610.5268296126
2004,11240,0,0,0
2004,11241,789,42286.6101632401,9977.17550692668
2004,11242,619,30606.6265613695,7323.20415776935
2004,11243,630,31531.4383270096,7544.0547286685
2004,11244,0,0,0
2004,11245,0,0,0
2004,11247,0,0,0
2004,11248,0,0,0
2004,11252,101,4857.45772699197,1182.0524874261
2004,11254,0,0,0
2004,11255,0,0,0
2004,11256,0,0,0
2004,11351,35,762.938335833407,169.402426541957
2004,11352,24,824.425142504192,179.441088855555
2004,11354,19916,874836.7949775,203281.657017559
2004,11355,12536,620804.680633548,143094.857116386
2004,11356,10158,478787.724883085,109696.227599047
2004,11357,8177,423805.971391512,107013.395095738
2004,11358,5055,187781.962405365,42979.2778628783
2004,11359,253,6569.04965146034,1623.75362922439
2004,11360,3292,123744.080674138,27641.4566804906
2004,11361,7417,297055.311354452,67803.6349316157
2004,11362,5378,209559.585461926,52315.233814524
2004,11363,1185,41164.7896496956,8960.76094767494
2004,11364,2868,85845.6207747287,19106.0840483544
2004,11365,6851,309662.616387541,75553.4822377129
2004,11366,2872,135915.958729374,33189.0724415424
2004,11367,3667,115291.527006088,26331.4112485661
2004,11368,10770,509145.894552193,81395.9837042266
2004,11369,3621,163088.107946704,37311.1981540634
2004,11370,3371,154382.078055237,38193.3456048708
2004,11371,9762,689272.122110651,170430.134596312
2004,11372,7155,243127.617405806,56265.4474349246
2004,11373,16983,791000.16149828,192876.583529516
2004,11374,9176,368180.488679079,88433.0859860585
2004,11375,17601,690661.222008295,156583.054767493
2004,11377,13954,564027.26142063,128162.34692491
2004,11378,17140,812945.932148593,186286.201720639
2004,11379,4096,154315.571917409,35055.0087990824
2004,11380,0,0,0
2004,11385,13390,519443.052420366,117915.382368305
2004,11386,0,0,0
2004,11411,1120,32363.392466249,7485.07758757611
2004,11412,1625,48879.5016376953,10632.1982228889
2004,11413,5184,232017.327890232,66668.01125739
2004,11414,3263,91524.9939786465,20990.8428977323
2004,11415,3270,115798.479452925,27690.3951592694
2004,11416,5132,214598.993943351,50681.441522986
2004,11417,3947,109815.436714021,31976.9039671755
2004,11418,9487,502856.672612724,117866.443889526
2004,11419,2830,82995.8955104562,19377.1279308215
2004,11420,2040,66174.8619712345,14938.7843554222
2004,11421,3060,118618.088730257,27776.9786217242
2004,11422,2696,87409.1424300715,22637.1835171623
2004,11423,2650,104408.36222536,25591.0599029383
2004,11424,44,2188.42838436425,469.307463160681
2004,11425,7,181.950754433954,74.0351345627813
2004,11426,1870,72904.5302197124,17117.1740774729
2004,11427,2864,133087.565622518,30694.4648566134
2004,11428,1794,63444.345821936,14997.7614965146
2004,11429,2419,91881.3664907792,19623.0751575046
2004,11430,33736,1568006.42773141,392051.172828025
2004,11431,185,3191.03978293479,717.764355422219
2004,11432,21904,975159.421641225,232054.972873908
2004,11433,4757,237675.368936734,57089.8725774288
2004,11434,11412,500055.885827231,117301.769134386
2004,11435,6222,256911.955595165,58412.4663372452
2004,11436,1039,31397.1712185653,7385.94579722934
2004,11439,0,0,0
2004,11451,51,1264.87145151328,288.611541515927
2004,11501,17747,1062395.39714639,245026.179415865
2004,11507,2195,99266.0574552193,22996.0656948734
2004,11509,448,27285.0841683579,7451.19710226772
2004,11510,4566,148491.892942734,33546.6997864643
2004,11514,6358,276430.879631166,67392.0497767582
2004,11516,3885,147122.870369717,35487.9261113562
2004,11518,1574,54324.2211100327,11845.621530045
2004,11520,12496,520178.384434837,118269.245214859
2004,11530,37466,2003018.05593047,524707.075971058
2004,11531,0,0,0
2004,11535,0,0,0
2004,11536,0,0,0
2004,11542,10333,466573.182513015,112229.735000441
2004,11545,4822,222117.952016236,51036.5592023295
2004,11547,273,16504.8156763434,3792.10468896144
2004,11548,6697,269630.940746493,64494.6408664961
2004,11549,0,0,0
2004,11550,13343,636347.039560576,146134.062131827
2004,11551,58,1993.9293020383,431.662479484691
2004,11552,4560,209211.996779317,43654.3779034678
2004,11553,10556,645649.115026913,185745.368788494
2004,11554,11765,577436.404606018,145891.879403512
2004,11555,0,0,0
2004,11556,2383,105259.138856437,35919.5885908409
2004,11557,3810,186754.25435101,41326.6630795024
2004,11558,2323,112775.587263743,25870.8876149299
2004,11559,4394,210750.421778876,46473.9871807995
2004,11560,1795,88710.4040324716,19469.9855572223
2004,11561,6276,238583.867876114,55582.8183976
2004,11563,11378,519187.066531369,115926.472397424
2004,11565,894,29220.0363293038,6649.35894996912
2004,11566,5890,218313.298999382,47219.3578575841
2004,11568,2109,88687.817042266,20199.0434077473
2004,11569,204,6728.4134156887,1419.21588458484
2004,11570,14271,651791.521530045,150789.491779758
2004,11571,245,12067.7269337334,2911.21207094326
2004,11572,11395,484592.581365923,110257.137855819
2004,11575,1425,55644.3052042707,12771.6881284744
2004,11576,7621,483603.773128033,105265.413020383
2004,11577,4990,342363.558874085,78491.0457972294
2004,11579,847,35083.8699532339,7560.36755492809
2004,11580,9501,421281.247819642,101426.879518221
2004,11581,8242,263189.884039531,59635.9283067149
2004,11582,752,36210.7097979353,9090.0087249625
2004,11583,0,0,0
2004,11590,24670,1224454.54220595,317920.670973264
2004,11592,0,0,0
2004,11594,0,0,0
2004,11596,2116,79727.0560945911,17852.5060919439
2004,11597,0,0,0
2004,11598,2165,90031.7429594989,19432.3405735463
2004,11599,0,0,0
2004,11690,253,8490.19865172506,2431.86594546899
2004,11691,8943,384564.840407659,89981.5496479309
2004,11692,1663,81255.4424318363,19467.4758916439
2004,11693,1120,39482.0588793788,9160.27936115769
2004,11694,2234,81074.7465101915,18644.3055819289
2004,11695,0,0,0
2004,11697,291,11220.7148010236,2162.07689579105
2005,10001,124254,7435461.67236356,1708782.22839684
2005,10002,18651,510477.272730531,118628.854269255
2005,10003,66952,4326377.14196032,1040911.91289268
2005,10004,48682,8701966.84120504,3732190.33968338
2005,10005,39839,7650608.98684532,3288278.48482697
2005,10006,18224,2308565.20078003,651292.981415831
2005,10007,21597,1730521.24356561,461907.953389375
2005,10008,181,9255.34444378067,1731.88782078088
2005,10009,7157,266217.979862599,61839.4394759974
2005,10010,78015,8886186.54718157,3568708.38226584
2005,10011,58269,3563772.44129379,790194.753805846
2005,10012,49091,2712998.02345552,620727.042546618
2005,10013,69346,6842351.38339919,3322708.70598165
2005,10014,29331,2312481.67029486,618116.467422232
2005,10015,184,33436.2364838916,16805.5015097077
2005,10016,113271,8568418.50762193,2013253.44737871
2005,10017,140927,20104906.7972964,6559210.1773467
2005,10018,101961,7470962.33854833,1970850.71669725
2005,10019,139607,19238904.6313941,7259949.9517508
2005,10020,36344,5797597.03403798,2143552.82252016
2005,10021,84058,6159462.06874845,1516532.97103819
2005,10022,144376,19900937.2591491,6017413.28506251
2005,10023,41656,2332339.51789375,555927.494875187
2005,10024,22450,892616.439218263,200047.000349904
2005,10025,19559,884197.304100704,205962.362114786
2005,10026,1749,50957.7953266482,11240.8864723704
2005,10027,37321,1916753.19201366,456654.034415191
2005,10028,21034,1110971.44782078,248571.414400683
2005,10029,24185,1564281.85858758,362510.699966717
2005,10030,1878,51185.9627480265,11824.6552472797
2005,10031,3653,107992.368732238,26659.178606358
2005,10032,14274,996452.034449328,224943.949723064
2005,10033,6351,217450.834512481,50287.8569404737
2005,10034,3214,107112.467772136,26870.3548367826
2005,10035,10049,411180.752797098,96824.3016496693
2005,10036,148290,15521202.9229682,5812407.28426712
2005,10037,3732,191695.82999616,47843.552756134
2005,10038,42732,3189917.69405249,813422.925496053
2005,10039,966,28075.5157379987,6485.78031832729
2005,10040,4149,141536.620644335,33654.6946532964
2005,10041,7296,1067657.26111031,407479.100482185
2005,10043,0,0,0
2005,10044,1958,116205.18224536,28636.2250394709
2005,10045,0,0,0
2005,10046,0,0,0
2005,10047,0,0,0
2005,10048,1282,312114.827598037,84977.8005854491
2005,10055,2570,653104.970565394,255969.864404523
2005,10069,288,22384.6804250053,4564.5620840623
2005,10072,0,0,0
2005,10079,0,0,0
2005,10080,0,0,0
2005,10081,0,0,0
2005,10082,0,0,0
2005,10087,0,0,0
2005,10090,0,0,0
2005,10094,0,0,0
2005,10096,0,0,0
2005,10098,0,0,0
2005,10101,0,0,0
2005,10102,0,0,0
2005,10103,5628,842973.033877534,359964.448636655
2005,10104,5084,766226.251652656,258224.838175379
2005,10105,5570,1732682.76578622,438000.13406102
2005,10106,4290,418943.299749947,137650.492541924
2005,10107,1378,185035.283142309,29195.7206844463
2005,10108,0,0,0
2005,10110,2865,230548.615424792,51217.5178169405
2005,10111,3011,538865.911844677,123601.204936207
2005,10112,6212,806543.920472797,217323.400580329
2005,10113,39,1878.74025688073,368.951574994666
2005,10115,1827,90681.9861199061,21592.1627326648
2005,10116,49,3880.05981992746,924.806250480051
2005,10117,59,4540.28895412844,1177.24680179219
2005,10118,6962,466661.845886921,118523.266154043
2005,10119,6297,715678.672221891,183898.087004907
2005,10120,1022,119201.700135694,18189.0699159377
2005,10121,6431,774220.606996373,202377.220823555
2005,10122,1634,213915.453137615,50314.5573834009
2005,10123,1400,100501.680834649,22143.1627821634
2005,10124,0,0,0
2005,10126,0,0,0
2005,10128,13908,648763.721276723,154125.879484532
2005,10129,65,2383.62135950501,526.726919564754
2005,10150,0,0,0
2005,10151,1060,180985.311412844,48841.1783964156
2005,10152,876,214261.345239172,63525.208349904
2005,10153,3029,726204.715017709,282132.657503734
2005,10154,4852,839755.630504801,338190.237429486
2005,10155,995,116951.580990826,27206.5376863666
2005,10156,15,631.10137828035,174.766535523789
2005,10158,2065,460043.777010455,148993.326160017
2005,10159,21,498.812820140815,112.870054192447
2005,10160,0,0,0
2005,10162,193,12954.5694457009,2660.33504075101
2005,10163,66,2996.51789033497,805.867913804139
2005,10164,19,831.354700234692,144.425123106465
2005,10165,4713,329519.875417111,74207.8128337956
2005,10166,9580,2449172.1605479,914388.223112439
2005,10167,3154,693704.207692767,248669.720576915
2005,10168,3999,245330.951554513,60903.7103170472
2005,10169,2268,365813.059294218,93202.7506635375
2005,10170,3649,271521.658753147,63403.8427002347
2005,10171,2513,830961.475529763,485927.429115426
2005,10172,5934,2460465.23424963,1733046.86273523
2005,10173,917,92560.7263767869,16390.4309878387
2005,10174,2888,314133.138352038,82633.0162338383
2005,10175,1708,142432.299138895,34455.7079411137
2005,10176,4438,183206.302801792,43147.9157704289
2005,10177,1202,225928.225141882,42846.928959249
2005,10178,2645,500311.685914231,168346.292656283
2005,10179,337,96823.0879931726,40880.8054346064
2005,10185,11,530.367889054833,116.511023682526
2005,10196,0,0,0
2005,10199,71,1188.16971026243,334.969193087263
2005,10249,0,0,0
2005,10260,0,0,0
2005,10265,0,0,0
2005,10268,0,0,0
2005,10270,0,0,0
2005,10271,3433,407774.019010881,109861.399737145
2005,10272,0,0,0
2005,10274,12,316.764345636868,72.8193898015789
2005,10276,12,474.539690206956,55.8281988478771
2005,10278,52,2278.03324429273,581.341461915938
2005,10279,3453,211759.999199488,52262.4760605931
2005,10280,1097,57395.0293851078,11744.553918498
2005,10281,12639,2014809.35500747,611369.750957116
2005,10282,1791,165313.365071048,35012.7762730958
2005,10285,0,0,0
2005,10286,0,0,0
2005,10292,0,0,0
2005,10301,8352,280570.68159249,64304.3758207809
2005,10302,4495,185634.829451675,44765.7198805206
2005,10303,6340,297121.315237892,71841.1826652443
2005,10304,5177,210387.353701728,49055.9955963303
2005,10305,12735,678801.719569874,161474.569572008
2005,10306,10358,324656.753834862,75227.2842910177
2005,10307,1288,48028.0285436313,9797.84889780243
2005,10308,1801,55701.9785722211,11961.798431406
2005,10309,6713,282903.329379134,64521.6203336889
2005,10310,4558,201608.976261148,44408.9048704929
2005,10311,152,11063.6926238532,2872.72492767229
2005,10312,5560,186872.759078302,38458.3470672072
2005,10313,22,1121.41860294431,207.5352609345
2005,10314,19784,738051.216081929,165603.428973757
2005,10451,15864,928765.197972264,168565.964482185
2005,10452,4560,146636.405243439,33568.5250420312
2005,10453,3909,128409.711976104,29892.3595135481
2005,10454,8121,457229.307594624,125938.707348837
2005,10455,9035,311168.175530617,70730.6869707702
2005,10456,6217,272856.680899509,65134.5168645189
2005,10457,10566,556531.89581054,129042.027010881
2005,10458,11887,410155.213057393,99689.7446383614
2005,10459,4019,128949.789117133,29300.0951431619
2005,10460,6737,227894.348666524,50600.9803166205
2005,10461,19490,965592.390707916,224231.533359505
2005,10462,10875,443021.030987839,105197.317820354
2005,10463,9839,346420.042133561,80053.9961783657
2005,10464,1149,41166.0147113292,7718.85531896736
2005,10465,8537,427486.227830169,101208.028915724
2005,10466,8999,383246.021212716,91976.9576018776
2005,10467,22247,1324937.87453126,329002.85774952
2005,10468,7350,246322.508912311,59040.7475946234
2005,10469,10502,406854.067386388,96921.3941694048
2005,10470,2340,104463.055639855,23780.3853962023
2005,10471,7644,302216.245211009,72018.3765137615
2005,10472,3449,127264.020243226,28329.1699458076
2005,10473,5537,221645.231365052,51542.7777580542
2005,10474,11228,606200.7879377,138728.219510988
2005,10475,8855,298669.940927672,73978.4317559206
2005,10499,0,0,0
2005,10501,56,2757.42756048645,445.411934286324
2005,10502,1910,85253.3006101984,18547.0985824621
2005,10503,78,4480.81978579049,690.570546618306
2005,10504,7795,969393.562855558,327448.163777256
2005,10505,665,12935.1509417538,2865.44298869213
2005,10506,1152,58844.1352421592,11385.3115954769
2005,10507,2838,140439.475171325,30707.9366793258
2005,10509,7097,351709.157146149,75828.0442568807
2005,10510,3503,204016.870750587,45564.3058553446
2005,10511,1944,182572.774110519,44718.3872771496
2005,10512,5799,280258.77187284,64183.0101711116
2005,10514,2723,146001.662895669,37510.48134329
2005,10516,1184,54207.967424792,11503.0362756561
2005,10517,28,1212.44284019629,313.123376146789
2005,10518,363,12500.6619159377,2520.76454363132
2005,10519,327,14165.7986294005,3132.44741796458
2005,10520,2842,107762.987654363,25115.4075425645
2005,10521,16,459.97581224664,110.442741199061
2005,10522,4547,197442.493508001,48021.9602611479
2005,10523,13217,762493.044268829,172106.200483038
2005,10524,793,36966.7632327715,7709.14606699381
2005,10526,479,40826.1908922552,7927.60423639855
2005,10527,154,8937.36644164711,1625.0860490719
2005,10528,4886,397589.013690634,107056.639573288
2005,10530,3576,156096.857635161,34516.3907659484
2005,10532,7082,453479.109019842,106249.558002987
