"year","zip","emp","ap","qp1"
2006,11208,10724,381080.539494853,88947.3627431689
2006,11209,14740,626149.317866975,150245.126268447
2006,11210,7276,254579.243485594,58972.173218139
2006,11211,32842,1041920.89255012,245312.154101939
2006,11212,9285,417277.682460419,104352.928867761
2006,11213,7484,345699.351874664,83774.1588243562
2006,11214,9732,321183.068212145,76370.598579637
2006,11215,17592,811421.737578438,188178.819731305
2006,11216,4586,114728.72990947,28015.2506766979
2006,11217,12743,513163.017095614,123743.037738002
2006,11218,8548,279280.116469761,63989.005291224
2006,11219,24344,1056040.21206399,247580.133729073
2006,11220,18074,771381.139246827,177685.445873259
2006,11221,3637,111613.050276549,24571.5428861973
2006,11222,15554,784941.987883097,180130.960453061
2006,11223,14435,479506.622691083,108379.797827291
2006,11224,7369,278133.781510479,73941.5441941218
2006,11225,3438,110004.654149064,24938.3700731677
2006,11226,7784,220570.130632053,53555.5935695093
2006,11228,5286,204753.059650283,49059.6090727957
2006,11229,11393,382581.944359472,88123.177300649
2006,11230,15947,509714.60639246,115536.455157703
2006,11231,7405,332579.401299657,75387.6898350626
2006,11232,17376,639262.214073002,148174.668972758
2006,11233,2909,99227.929803646,23836.7127840933
2006,11234,17120,630883.975180852,148147.627225001
2006,11235,15031,639090.557761151,146812.000031417
2006,11236,10516,419104.764026291,100692.887095201
2006,11237,11333,489590.843148278,118695.636732669
2006,11238,7457,261853.473632343,62355.9188723079
2006,11239,3027,88548.7908957877,21468.796263073
2006,11240,0,0,0
2006,11241,743,35817.3827687983,8623.96607829358
2006,11242,621,28917.0341780001,7388.27577859534
2006,11243,504,27568.4739746187,6993.23111570419
2006,11244,0,0,0
2006,11245,0,0,0
2006,11247,0,0,0
2006,11251,0,0,0
2006,11252,86,4060.96507626803,994.666026208094
2006,11255,0,0,0
2006,11256,0,0,0
2006,11351,32,840.645636807077,190.46796246538
2006,11352,26,1034.64078376256,206.928156752511
2006,11354,18721,827877.228952916,190243.398386177
2006,11355,13483,693437.416384606,155559.417566864
2006,11356,10075,538753.91629945,123163.403753462
2006,11357,8185,438951.055423918,103564.015270142
2006,11358,4875,173972.496333347,41737.1740713488
2006,11359,183,5960.94178826836,1409.69806787648
2006,11360,3240,123652.506669422,28842.963303708
2006,11361,6575,281698.589301806,63905.528591625
2006,11362,3798,162131.738000083,37371.6954007689
2006,11363,1055,40971.7750369972,8542.84083502129
2006,11364,2839,99642.9618453144,28325.6429118267
2006,11365,6807,328534.896417676,73993.2762333099
2006,11366,3084,133025.411587781,31831.6642949857
2006,11367,3387,106216.458006697,24488.0661865983
2006,11368,10221,513796.734575669,78573.9131577859
2006,11369,4003,184107.273101567,35545.7895630606
2006,11370,3154,140112.700956554,33712.8293563722
2006,11371,10640,680511.460956554,175531.511877971
2006,11372,7412,252739.228909925,59234.3605985697
2006,11373,17779,770669.82370799,180289.683755116
2006,11374,9873,397245.62601298,95455.0181274027
2006,11375,18048,716207.743724526,164840.615688479
2006,11377,13408,600183.361379025,136068.196074573
2006,11378,17017,824949.665826134,190476.192562523
2006,11379,4127,161847.211784548,35063.7410160804
2006,11380,0,0,0
2006,11385,13369,527087.165734364,120372.22509363
2006,11386,51,2487.8407936836,456.182527386218
2006,11411,1133,33182.5759546939,7570.51364391716
2006,11412,1418,41305.6818353933,9057.80977057583
2006,11413,5562,241387.573492621,59023.9052573271
2006,11414,3156,91932.5365499566,22137.7855880286
2006,11415,3476,125523.090177339,28812.3943714605
2006,11416,5789,281334.113571163,66768.4266694225
2006,11417,4021,149225.769950808,39821.9128932247
2006,11418,9797,499088.375251953,117992.551290976
2006,11419,2837,87415.3889463023,20427.1011103303
2006,11420,1973,73029.1791393493,16956.3515720723
2006,11421,3035,113802.256116738,26670.2176578066
2006,11422,2204,71279.6956322599,17258.5137100575
2006,11423,2663,105486.330817246,25439.2302707619
2006,11424,70,2907.57574800546,650.177674341697
2006,11426,1806,66722.5732710512,16422.5709859038
2006,11427,2748,135125.262087553,32778.1254664958
2006,11428,2105,71646.5228192303,16660.0680749039
2006,11429,2277,98399.0414484726,21085.5088818155
2006,11430,35174,1671959.51918151,407889.493075937
2006,11431,113,1941.12719771816,594.91845066347
2006,11432,23827,976616.247444091,231185.78021909
2006,11433,4594,238756.293863007,50075.4382059444
2006,11434,11757,511086.681159109,117953.752261585
2006,11435,6230,254158.332803109,61000.3042999463
2006,11436,1020,29594.2536000992,6943.85053284279
2006,11439,0,0,0
2006,11451,43,783.034956802116,262.187380430739
2006,11501,17581,1008802.98164441,235827.555008061
2006,11507,2099,93456.2802496796,21139.5923773304
2006,11509,556,28385.6050481584,7457.64374023397
2006,11510,4599,152293.244729031,34344.1953801
2006,11514,7578,302409.040899508,71412.5529147203
2006,11516,3868,158332.960304245,36223.0089851598
2006,11518,1540,54861.8275590095,12323.9826084081
2006,11520,11786,519219.192865115,118388.771682031
2006,11530,33744,1855669.39616386,495490.647072052
2006,11531,128,15009.3457335373,4250.25731057005
2006,11535,0,0,0
2006,11536,0,0,0
2006,11542,9105,415384.760117399,99860.4715555372
2006,11545,5124,251604.651232276,56410.2615501633
2006,11547,322,15848.815642181,4020.99031871357
2006,11548,6007,245338.020121533,60192.5790517134
2006,11549,0,0,0
2006,11550,11772,590288.433156132,131338.24167335
2006,11551,45,2039.88836344095,480.872818816915
2006,11552,4415,182830.432316151,40800.1187251457
2006,11553,11342,697914.589230706,192721.833354553
2006,11554,10976,560172.156251498,137039.347537514
2006,11555,0,0,0
2006,11556,1591,154021.56512918,37706.7779273283
2006,11557,3768,198070.220769708,45160.8944830722
2006,11558,2289,114100.891070233,24321.1127874003
2006,11559,4045,185392.343984126,44324.9517589186
2006,11560,1798,96661.3152230168,20159.0350890827
2006,11561,5984,241984.843399611,56613.6625224257
2006,11563,11735,574787.633050308,125352.609593651
2006,11565,883,28162.2166971188,6474.73499565954
2006,11566,5803,206582.492672481,46963.2857575131
2006,11568,2409,98690.6220329875,22198.9234525237
2006,11569,263,8060.79228804101,1745.95632259931
2006,11570,13462,623982.450861891,141743.435919143
2006,11571,66,2868.77671861436,626.663111074366
2006,11572,10761,506965.753946509,116837.98623455
2006,11575,1522,61153.1489611839,12445.0826092348
2006,11576,6860,434164.666070853,102847.996818652
2006,11577,5048,315545.451668802,74677.5500243892
2006,11579,952,34166.6604274317,7583.44665371419
2006,11580,9247,417772.664017196,98221.5064958042
2006,11581,7988,273218.062059444,62427.6382902732
2006,11582,770,34185.4720780456,8417.03792154107
2006,11583,0,0,0
2006,11590,23656,1138570.4504915,267923.758139804
2006,11594,0,0,0
2006,11596,2125,82377.3937662767,18937.4535273449
2006,11597,0,0,0
2006,11598,2259,102308.337591666,21228.9477177463
2006,11599,0,0,0
2006,11690,252,8415.8621933777,2110.43205324294
2006,11691,9868,402201.32022157,93914.8142333926
2006,11692,1454,77970.7646099789,17528.9311876318
2006,11693,1012,41647.818730933,9133.05637303129
2006,11694,2092,75077.2975999339,17056.2884659584
2006,11695,0,0,0
2006,11697,323,12178.1923161506,2424.35147286181
2007,10001,135158,8342111.26365766,2065226.88460996
2007,10002,18929,546698.81882506,127618.918127783
2007,10003,72200,4759115.34409948,1112278.52971232
2007,10004,54292,15264014.1034914,7280411.16526969
2007,10005,41672,9195197.9094276,4072192.43691173
2007,10006,17247,2255360.67983999,633374.653403046
2007,10007,23910,2010441.77635948,593811.314160272
2007,10008,131,6506.63181074463,1582.076322219
2007,10009,7475,272824.717915493,62783.510003782
2007,10010,72295,9176469.05215648,0
2007,10011,61829,3979623.82528097,949230.932787913
2007,10012,49137,2762675.62906288,639612.652312258
2007,10013,65304,8348567.59824429,0
2007,10014,31734,2189799.39132249,558954.194728607
2007,10015,222,42831.5156916357,25038.8726603216
2007,10016,103898,8406675.75264267,2110618.98625663
2007,10017,143016,20882095.1529889,8567358.23691486
2007,10018,111854,9205058.45159195,2442953.3221334
2007,10019,141598,21851368.3864686,8734212.41920993
2007,10020,30692,5816724.22055304,2048763.68866155
2007,10021,68550,5159256.05367932,1243721.17999171
2007,10022,144098,25061235.4920351,8164762.10830314
2007,10023,45142,2950652.35924954,769721.283033822
2007,10024,19167,848333.558090904,193658.030274397
2007,10025,20074,925627.817252379,217517.204405434
2007,10026,2248,64775.9659500448,15358.9432552995
2007,10027,39921,1961257.94988564,476223.262887599
2007,10028,21114,1167863.82107376,254493.665962384
2007,10029,24310,1478614.93221077,341509.006803159
2007,10030,1942,60421.8267077528,13200.7350931973
2007,10031,3885,120194.361976907,28916.331392234
2007,10032,14688,919025.163468321,228000.746277595
2007,10033,6432,234318.763497901,56021.9627162636
2007,10034,2851,93775.7450095635,22622.3196652558
2007,10035,11233,476816.541508431,114473.052733622
2007,10036,158580,18687227.1732179,7035968.94229956
2007,10037,3706,193238.505700514,44220.404948497
2007,10038,44376,3492505.49777843,1075459.8185401
2007,10039,1343,39484.4640504094,9269.54978097825
2007,10040,4316,152349.148731024,38353.9196265115
2007,10041,7152,919436.686211095,373570.057821422
2007,10043,0,0,0
2007,10044,840,50276.6479796504,12424.5574755768
2007,10045,0,0,0
2007,10046,4,385.231011985407,36.5797993576648
2007,10047,0,0,0
2007,10048,473,22570.8793224091,5754.45968645264
2007,10055,1494,686318.197379617,396701.065321495
2007,10065,14977,1278307.38028439,312553.809374107
2007,10069,418,19087.7965523215,4342.70805499277
2007,10072,166,3312.75807932852,841.33538522629
2007,10075,2933,244205.59739304,50510.9873192855
2007,10079,0,0,0
2007,10080,0,0,0
2007,10081,0,0,0
2007,10082,0,0,0
2007,10087,0,0,0
2007,10090,0,0,0
2007,10094,0,0,0
2007,10096,0,0,0
2007,10098,0,0,0
2007,10101,0,0,0
2007,10102,0,0,0
2007,10103,4417,920456.34811819,351554.734201757
2007,10104,5744,1098377.06283768,321424.410718341
2007,10105,5938,2084188.93810199,639914.435656959
2007,10106,2284,434905.236394386,195860.820066967
2007,10107,1412,108940.358080775,21638.0944387887
2007,10108,0,0,0
2007,10109,0,0,0
2007,10110,2408,231115.744816646,50478.9799948475
2007,10111,2999,724446.922616333,184577.095083857
2007,10112,0,1025554.68414768,287139.993770369
2007,10113,0,0,0
2007,10115,1867,91879.3110366146,22698.9086201609
2007,10116,0,313.214532000005,74.3027174452566
2007,10117,17,1670.09646442338,467.535560540153
2007,10118,9033,536011.801818972,132888.695472747
2007,10119,8156,872086.422180058,231637.006957493
2007,10120,1903,143321.940120791,31439.194429183
2007,10121,5159,579490.322711746,163463.692142105
2007,10122,2049,309387.370492209,80603.5878846144
2007,10123,1892,135002.322004382,29965.714386307
2007,10125,0,0,0
2007,10126,0,0,0
2007,10128,14260,695299.681240653,176356.928296952
2007,10129,75,2840.65004386866,707.590493824829
2007,10138,0,0,0
2007,10150,0,1763.8322002774,0
2007,10151,980,360427.621783451,96496.3675867898
2007,10152,846,295568.208166121,115751.059473681
2007,10153,5149,1052020.16898295,371813.084333524
2007,10154,0,0,0
2007,10155,1190,132988.14680225,34469.6021822195
2007,10156,11,797.896873489064,256.058595503654
2007,10157,0,0,0
2007,10158,2111,591264.445629995,214185.013307697
2007,10159,3,93.7357358540161,18.2898996788324
2007,10160,0,0,0
2007,10162,132,5616.14232013147,1315.72965814601
2007,10163,50,3278.46451743071,516.689665927015
2007,10164,0,0,0
2007,10165,3497,291414.114701567,64929.143859855
2007,10166,8503,2720997.52016974,1375952.58219475
2007,10167,3748,779893.896611443,279614.84317126
2007,10168,4259,273268.247982705,69567.9196658989
2007,10169,3251,482162.9078083,149735.979314411
2007,10170,5657,585179.624630593,201287.20467793
2007,10171,2689,762423.613061968,281164.912169041
2007,10172,0,0,0
2007,10173,389,61043.6832968331,11825.5632610951
2007,10174,4171,369393.101982269,97802.9522950964
2007,10175,1653,150728.206371988,34362.1490216064
2007,10176,2361,186436.949257448,45873.3546319715
2007,10177,1643,285992.302565523,60434.401013782
2007,10178,3436,686197.026794244,243343.685870675
2007,10179,0,0,0
2007,10185,8,197.759540277375,49.1541053868621
2007,10199,93,1359.16816988323,366.941112306575
2007,10213,0,0,0
2007,10249,0,0,0
2007,10260,0,0,0
2007,10261,0,0,0
2007,10265,0,0,0
2007,10268,0,0,0
2007,10270,0,0,0
2007,10271,3424,431346.707788124,125217.225676206
2007,10272,0,0,0
2007,10274,0,0,0
2007,10275,0,0,0
2007,10276,10,500.686003708037,70.8733612554756
2007,10278,51,2359.39705856938,597.851095751834
2007,10279,1474,136630.123075798,34027.2152337378
2007,10280,1358,67120.5024651251,13108.1424760732
2007,10281,15616,2820430.55977371,996834.969176994
2007,10282,2467,233815.791256734,65860.7856247455
2007,10285,0,0,0
2007,10286,0,0,0
2007,10292,0,0,0
2007,10301,8178,267869.29822126,63964.3516517966
2007,10302,4629,219091.278896544,52226.8085329059
2007,10303,5997,304768.027704574,73077.2941667749
2007,10304,5685,242272.583620734,56139.7039454461
2007,10305,13516,731934.350297355,173444.261773098
2007,10306,10517,318259.114955173,73397.3674111544
2007,10307,1529,57159.365852541,12601.7408787155
2007,10308,1915,57570.8885953148,13652.2669915185
2007,10309,7714,313750.654684341,72009.621273023
2007,10310,6307,299958.927207771,64290.1404898258
2007,10311,122,8886.6050064527,2637.17490994165
2007,10312,5851,191880.480649361,41286.0191687744
2007,10313,23,1219.70768483214,299.497107240881
2007,10314,20404,758307.242515501,183445.407541229
2007,10451,16015,1078647.97667787,206763.886513011
2007,10452,4788,152240.552451681,36087.1151850663
2007,10453,4011,134088.97013917,31834.7135097377
2007,10454,7308,333216.823536268,83384.7957545269
2007,10455,6835,233323.107084135,55339.5208344972
2007,10456,6780,316382.114000633,78433.9485352129
2007,10457,11548,603080.86394125,140220.659006499
2007,10458,12578,385728.268632926,96380.9125950672
2007,10459,3833,123057.874395374,29414.7311584822
2007,10460,6898,261891.930382471,60224.0671674754
2007,10461,18908,1051184.54919137,253646.614983508
2007,10462,11806,489874.386760387,116166.011572644
2007,10463,9520,340816.276852823,82217.6715312713
2007,10464,1019,38326.4847769933,6920.44079097821
2007,10465,8585,477117.181734402,109034.093816629
2007,10466,7896,346984.545519509,84671.9474444247
2007,10467,22779,1316263.49459288,334814.903520706
2007,10468,7417,259836.602906062,61814.1453208039
2007,10469,7402,279199.891072296,66439.2037020886
2007,10470,2406,110081.190573243,25863.0612645989
2007,10471,7613,318448.872664341,74841.1263670523
2007,10472,3151,122742.373625914,25545.2742576792
2007,10473,5837,236817.621041522,53718.5784754607
2007,10474,12193,697765.388341106,156982.208943419
2007,10475,8114,279503.960654457,64390.7349380594
2007,10499,0,0,0
2007,10501,70,3284.18011108034,537.265803065702
2007,10502,1753,71375.1903779135,16418.6143179419
2007,10503,105,4477.59606512416,778.463855080304
2007,10504,8747,1310450.7358512,503797.572890898
2007,10505,694,20973.9424567011,5064.01597357672
2007,10506,1123,54781.6788942928,10659.5821565695
2007,10507,3002,154079.830488134,36025.3867736502
2007,10509,8041,393638.650244021,88877.4812518262
2007,10510,3602,212249.71329793,50036.5930463657
2007,10511,0,0,0
2007,10512,5999,294301.632613362,69911.9984036069
2007,10514,1968,111718.136594498,31946.7391452706
2007,10516,1126,49625.070303592,10528.1235026279
2007,10517,0,0,0
2007,10518,326,11707.8220319126,2660.03728454019
2007,10519,280,15115.4589658251,2901.23533655479
2007,10520,2893,107423.439526162,24941.7075682778
2007,10521,18,452.675017051102,117.741229182484
2007,10522,4674,178229.356776572,41524.9309833291
2007,10523,13240,763932.529785472,185657.342283638
2007,10524,859,41979.8922378401,8844.30961344539
2007,10526,403,25628.7219249639,5976.22472005849
2007,10527,144,7601.73955401472,1583.21944094893
2007,10528,5137,420690.554987744,117286.267927973
2007,10530,3671,153584.860078075,35426.3925591684
2007,10532,9172,551439.332198067,128847.770762455
2007,10533,1717,121050.557905622,26479.2022600296
2007,10535,1117,60976.2392917674,19924.559462628
2007,10536,2656,149508.498687156,37453.1420673291
2007,10537,0,669.867575737237,144.032959970805
2007,10538,3913,214830.875390106,42510.2993285262
2007,10540,612,25084.5974095186,5484.68366618987
2007,10541,3635,130519.010345608,29043.2175712559
2007,10542,108,3286.4663485402,781.893211270085
2007,10543,8697,400841.441361291,89894.8569214613
2007,10545,745,27195.9377036939,7027.89395159135
2007,10546,852,45936.2261621175,10791.0408105111
2007,10547,2497,64491.329386293,15582.9945263652
2007,10548,3523,227870.430742383,52433.7130230227
2007,10549,10702,687125.239202945,152053.080979973
2007,10550,14662,701561.685643194,159899.447942192
2007,10551,72,5612.71296394169,939.643596000015
2007,10552,2198,84834.2703040743,19292.4148049784
2007,10553,1831,66391.1927154317,16212.852946555
2007,10558,0,0,0
2007,10560,810,34974.8606608473,7479.42584991253
2007,10562,6145,249037.560264442,57059.9145230374
2007,10566,5880,264363.353076574,61085.9786898404
2007,10567,4042,188568.865688762,46686.1120489496
2007,10570,7586,513541.516944796,150350.977191112
2007,10572,0,0,0
2007,10573,14213,869386.37573997,213884.373081726
2007,10576,731,44590.7754169934,9581.62119424832
2007,10577,12135,2281563.24736738,1036280.56719059
2007,10578,439,15803.6164412411,4132.3742086862
2007,10579,745,30276.6426808472,6431.18597456944
2007,10580,7562,588563.256071177,159886.873636163
2007,10583,10500,454066.192545423,101159.148886162
2007,10587,67,2980.11052891975,610.425401781031
2007,10588,403,14451.3069837375,3237.31224315334
2007,10589,7648,1124781.96238027,370211.574992896
2007,10590,726,36901.0157207743,7160.49572426289
2007,10591,16068,1312931.30349514,342142.294579538
2007,10594,2111,111878.173216688,25712.1695922486
2007,10595,12840,1057630.59570943,257128.554634865
2007,10596,77,2716.05010230661,692.729950335777
2007,10597,81,4439.87314703657,765.889549051107
2007,10598,10616,668280.926940098,172710.379548484
2007,11001,4996,186081.439332441,42371.981962205
2007,11002,0,0,0
2007,11003,8179,323912.980193392,67093.0676156069
2007,11004,2570,115749.916354951,28404.2142012267
2007,11005,463,22528.5839294018,5773.8927048614
2007,11010,4620,166107.725764426,39063.7963577962
2007,11020,672,33760.8685696648,6208.27782223367
2007,11021,14190,891757.209284642,210964.847845492
2007,11022,159,9975.99715607315,2751.48678293435
2007,11023,1790,92476.0190136365,20121.1758841755
2007,11024,1601,64826.2631741616,15048.0149607594
2007,11025,6,114.311872992703,29.7210869781027
2007,11027,0,0,0
2007,11030,19836,1497807.89568624,348973.572109582
2007,11040,22180,1281538.97693389,296825.638769041
2007,11042,14489,1232813.54107075,319138.173258487
2007,11043,0,0,0
2007,11044,0,0,0
2007,11050,14757,847986.049997006,200300.693214003
2007,11051,0,0,0
2007,11053,0,0,0
2007,11055,0,0,0
2007,11096,3616,174040.96975012,42673.7653069058
2007,11101,58522,3473197.07931124,854895.059600685
2007,11102,7204,307298.892572633,70381.8202016069
2007,11103,9797,353339.142539173,81769.56898914
2007,11104,4318,185943.12196612,46162.5636706431
2007,11105,8759,477933.368507569,118806.615838776
2007,11106,10653,424609.165993934,95770.4871932862
2007,11109,46,3219.0223434745,494.970410058402
2007,11120,0,0,0
2007,11201,53731,2791437.63942657,841249.651321546
2007,11202,56,1832.41932407302,446.959423401467
2007,11203,17337,964872.226369504,230397.866254252
2007,11204,9873,301320.381615114,69884.5635540887
2007,11205,11202,379566.858678619,88912.9179324539
2007,11206,17931,697597.349887807,178291.085187988
2007,11207,13384,461305.563462051,112988.141503447
2007,11208,10076,381651.907242006,91090.5591129649
2007,11209,14937,627806.522069572,152332.001950075
2007,11210,7439,251158.045508457,57429.1418728038
2007,11211,27862,946578.897334482,215836.819872441
2007,11212,10463,475572.82833027,115695.046655914
2007,11213,5206,219835.449189726,52798.3678978694
2007,11214,10284,354159.901787261,79638.795676556
2007,11215,17563,802568.799738275,184622.819833054
2007,11216,3899,111034.551594002,26414.0444924238
2007,11217,13010,562535.585709469,136577.539614221
2007,11218,9010,297442.922883202,70222.9266981471
2007,11219,24904,1085324.93317937,254164.447768165
2007,11220,19930,888724.515294145,205611.622833244
2007,11221,3619,120763.635104411,26871.2919843946
2007,11222,17157,844796.74874051,191322.638709156
2007,11223,16306,524249.110088023,119968.024468381
2007,11224,7185,279619.41564618,69580.4939719281
2007,11225,3556,105699.616481432,25603.5733129055
2007,11226,7773,226602.712070894,53283.0502393585
2007,11228,5128,210759.086474105,49303.8539404825
2007,11229,11572,390887.163461086,91161.4324742204
2007,11230,15097,464658.330696927,111607.254077695
2007,11231,9615,413941.582006255,98111.5943521767
2007,11232,17843,692681.93934912,161576.403118995
2007,11233,3363,120789.926835199,27032.4717253143
2007,11234,16303,645490.568821543,152350.291849754
2007,11235,15013,631999.481570944,147209.686921272
2007,11236,10551,421624.482990094,101699.844045418
2007,11237,9309,443626.089185,101784.434831432
2007,11238,6444,250944.28230596,60088.0360386141
2007,11239,3117,88500.2520709503,22169.6446482047
2007,11240,0,0,0
2007,11241,684,32152.5005166574,7546.86985497822
2007,11242,710,32057.6216620735,8263.60529864246
2007,11243,312,17916.0998541463,5187.47279640884
2007,11244,0,0,0
2007,11245,0,0,0
2007,11247,0,0,0
2007,11248,0,0,0
2007,11251,0,0,0
2007,11252,0,0,0
2007,11254,0,0,0
2007,11255,0,0,0
2007,11256,0,0,0
2007,11351,0,0,0
2007,11352,0,0,0
2007,11354,19537,925821.004317737,228493.430450193
2007,11355,15149,766343.367186888,178005.305505506
2007,11356,9969,505274.482289964,115873.373177783
2007,11357,8059,429217.077594269,102565.184923972
2007,11358,4612,171010.561997083,38810.0239997524
2007,11359,0,0,0
2007,11360,3291,136568.394664382,32111.3482423801
2007,11361,10334,365839.145850925,85045.7472691108
2007,11362,4041,157935.569964178,36744.4084547743
2007,11363,957,44562.1974487452,9573.61936313884
2007,11364,2586,82769.7978778261,19155.2405573872
2007,11365,6878,393954.151013481,90206.9283347313
2007,11366,2306,77989.2753492713,17918.3860916061
2007,11367,3423,108764.317796367,24980.5736050953
2007,11368,9458,508608.959625161,80866.5051924976
2007,11369,4164,190639.05370866,42597.1763520007
2007,11370,3317,165929.399242557,39575.9135488035
2007,11371,9363,585259.642941688,150709.916472309
2007,11372,7621,259980.635866033,60006.8746087893
2007,11373,16711,682134.382828084,160905.392424528
2007,11374,10046,392266.907768108,91819.8688626584
2007,11375,19222,767783.696786596,184793.144523813
2007,11377,16004,734010.253910902,171404.937958908
2007,11378,18289,891621.17815578,205537.320115799
2007,11379,4280,167816.688265667,36954.7423010809
2007,11380,0,0,0
2007,11385,13745,545289.35343106,125805.931822119
2007,11386,53,1436.90024351827,659.579507167894
2007,11411,1048,32953.8267463363,7390.26258897822
2007,11412,1469,46459.7745404241,9883.40453894906
2007,11413,4873,214195.301376266,49731.3803454752
2007,11414,3310,98710.5885666585,24007.7795659274
2007,11415,3529,135703.053785827,30617.2920623654
2007,11416,5902,312821.29915691,70036.598345169
2007,11417,3594,106440.357418425,29298.1330480297
2007,11418,9770,492905.937632154,114988.599280819
2007,11419,2811,85451.5544182349,20081.166728628
2007,11420,1860,58300.1983450082,13116.1443071827
2007,11421,3088,121380.919218571,27820.080530234
2007,11422,2403,86170.576099359,20272.0675565259
2007,11423,2503,97101.0773949212,22181.075835504
2007,11424,45,1508.91672350367,412.665861503656
2007,11425,0,0,0
2007,11426,1765,63708.293056293,14965.7104122046
2007,11427,2503,103814.613695783,33696.8539207889
2007,11428,2184,70411.541288585,16802.7022111973
2007,11429,2031,90978.5334774321,18005.2631150806
2007,11430,37065,1790436.00247899,385018.391901641
2007,11431,103,2184.49989289055,506.401597357672
2007,11432,17250,711222.182029807,167956.148750718
2007,11433,3832,212281.720622368,49700.5161397672
2007,11434,11435,498950.749476008,117283.981690513
2007,11435,6066,257049.6794425,60550.9991242345
2007,11436,1040,36883.8689398254,7749.2018701753
2007,11439,0,0,0
2007,11451,26,823.045485547458,226.337508525551
2007,11501,16636,995007.12232784,231422.100636266
2007,11507,2080,93214.4737131693,21719.2558686135
2007,11509,478,30579.5691442778,8085.27877677385
2007,11510,4410,149099.262181842,35442.3962213874
2007,11514,7820,292050.831834136,69922.2864721763
2007,11516,3710,137251.979664878,32690.9094384531
2007,11518,1687,55704.1757093439,12400.5519822484
2007,11520,11997,520894.056615687,120131.490446761
2007,11530,35286,1960872.71887365,520397.943086899
2007,11531,0,0,0
2007,11535,0,0,0
2007,11536,0,0,0
2007,11542,9236,452892.209609788,102897.832474381
2007,11545,4538,235779.669234748,54531.3358924388
2007,11547,274,12422.271238117,3008.68849716793
2007,11548,7001,259858.322161931,63951.7773457674
2007,11549,0,0,0
2007,11550,11149,450761.436297204,106161.436448323
2007,11551,31,1241.42694070075,317.787006919713
2007,11552,4510,192168.546569302,45314.3695730372
2007,11553,10066,630585.443702024,166356.92564755
2007,11554,10663,569117.663356388,141786.731666499
2007,11555,0,0,0
2007,11556,1951,177599.498356382,49814.8280127599
2007,11557,3537,188628.307862718,42933.2532585992
2007,11558,2789,133078.453181914,29933.7070618691
2007,11559,3995,186512.395093623,41163.7054646722
2007,11560,1864,99813.6981410381,21593.5128083215
2007,11561,5898,241338.655618383,58184.7433532856
2007,11563,11573,541727.395468607,131998.205982133
2007,11565,852,28662.5590341902,6665.52531420448
2007,11566,5768,188518.568464645,43697.9996889204
2007,11568,2508,96431.209819184,21518.0669721463
2007,11569,216,6764.97664370814,1456.33326192703
2007,11570,13862,640185.354795952,150102.920426718
2007,11571,72,3408.78005264239,817.329891897823
2007,11572,12037,523013.398740972,124433.046227476
2007,11575,1657,56793.5678589644,13477.3698258396
2007,11576,6703,432562.986116766,95753.3404123373
2007,11577,4397,279946.347602939,65900.794780293
2007,11579,869,36624.380988132,7852.08255586874
2007,11580,9007,381981.125436225,91115.7077250233
2007,11581,8025,286874.790225026,64871.9879233587
2007,11582,393,15089.1672350367,3592.82216816064
2007,11590,26218,1223244.49418253,291027.740570851
2007,11593,0,0,0
2007,11594,0,0,0
2007,11596,2064,84144.9697099283,18951.7654234602
2007,11598,2400,107185.670830337,23535.6715304675
2007,11599,0,0,0
2007,11690,0,8331.04930370816,2072.4742573577
2007,11691,10221,438595.223654591,99189.5553144979
2007,11692,1587,82876.1079197093,20841.3406840295
2007,11693,1089,43533.3905918109,10056.015467168
2007,11694,2416,88491.1071211109,21446.0504921609
2007,11695,0,0,0
2007,11697,0,13159.5828189199,0
2008,10001,139542,8208971.41138631,2055768.89388651
2008,10002,19291,579400.208571661,135131.146953705
2008,10003,79931,4974163.96783131,1176793.90474797
2008,10004,54382,13140488.2265835,8407735.32456892
2008,10005,42155,8841461.49045181,3868564.60761487
2008,10006,17225,2089326.28040548,608620.223346222
2008,10007,24840,2160524.12750433,638989.531547474
2008,10008,141,4855.87481334402,1296.80810023107
2008,10009,7279,274020.61551538,63190.2222082883
2008,10010,68782,8373618.70331743,3217621.9840875
2008,10011,65016,4139008.54272477,1025488.98478188
2008,10012,50606,2961503.48514764,681821.627951371
2008,10013,65982,6865488.12724887,0
2008,10014,34153,2318646.6472707,586057.083429129
2008,10016,105656,8607682.65770718,2190700.78594536
2008,10017,148875,21689112.1737973,9216422.87433263
2008,10018,116196,8919713.62134207,2376475.70186598
2008,10019,149066,21517746.3590855,9135974.53617585
2008,10020,30542,5911470.00179747,2198372.64982525
2008,10021,69268,5043722.64068462,1270767.35692804
2008,10022,147474,25976210.0367762,8380739.0384552
2008,10023,45155,2835121.93987529,741991.101919392
2008,10024,19534,816047.871459923,186476.161047828
2008,10025,20963,933558.720915921,218476.937504209
2008,10026,2403,73340.1124325078,16359.8176379745
2008,10027,39214,1967358.06592585,470488.143556159
2008,10028,21003,1160864.52171712,254264.657818651
2008,10029,24887,1533570.25211969,352746.114387896
2008,10030,2122,57375.5020169297,14365.0669778567
2008,10031,3788,119685.039607064,28016.7794150091
2008,10032,14264,927129.7232034,225392.51346826
2008,10033,7237,240556.801737091,57373.3003053843
2008,10034,3126,95325.3030689379,22818.5384563579
2008,10035,11488,481512.113263896,118690.966844324
