"","year","zipcode","total_households","n1_1","n1_2","n1_3","n1_4","n1_5","n1_6","n1_7","total_income","wage_income"
"1",2006,10001,11962,2066,2205,2667,1637,944,1369,1074,1628569.27131247,985963.286342855
"2",2006,10002,44024,15322,12407,8610,3569,1645,1809,662,1737582.78661982,1379312.54922244
"3",2006,10003,28400,3544,3479,5537,4292,2783,4823,3942,5642214.81618949,3347888.29664255
"4",2006,10004,1640,215,135,253,183,152,289,413,890602.326468521,465847.012889091
"5",2006,10005,3476,322,308,630,424,286,654,852,3712641.49913274,642903.444194949
"6",2006,10006,1946,188,174,340,271,193,460,320,378549.196759125,225596.368530445
"7",2006,10007,2768,343,240,313,261,185,513,913,948893.753080071,680871.233774544
"8",2006,10008,591,60,88,180,123,68,46,26,45554.7634178,30965.1526385846
"9",2006,10009,30469,5016,6204,7721,4711,2603,3104,1110,2182448.93043363,1663138.03077177
"10",2006,10010,16470,1708,1807,3072,2488,1725,3179,2491,3128884.2359241,1965073.25322145
"11",2006,10011,29060,3502,3528,5212,4306,3039,5162,4311,5632978.29573808,3438596.90017444
"12",2006,10012,13273,2078,1922,2584,1835,1221,1964,1669,2238321.88421314,1460206.17404655
"13",2006,10013,15066,4127,2808,2355,1344,795,1409,2228,4109300.4367922,2434406.30011492
"14",2006,10014,19567,2238,2203,3448,2941,2065,3650,3022,3995487.59912199,2509255.50645116
"15",2006,10016,30845,3284,3349,5975,4932,3207,5615,4483,6241108.4037733,3697951.95145963
"16",2006,10017,15386,3706,2123,1987,1725,1226,2258,2361,4360760.47346038,1766328.16448597
"17",2006,10018,4262,764,653,843,488,291,479,744,2374471.20553098,1085787.31032533
"18",2006,10019,23780,3173,3275,4517,3419,2172,3841,3383,5905795.43449382,2935962.52878178
"19",2006,10020,1075,127,63,78,77,49,219,462,594877.300177752,155783.981646067
"20",2006,10021,52522,5715,4742,8393,7507,5288,9106,11771,21993669.5326758,9799854.14069034
"21",2006,10022,21109,2383,1774,2917,2617,1946,4014,5458,9967953.87484767,3816631.12799802
"22",2006,10023,34137,4028,3584,5167,4564,3159,6417,7218,10293568.2625075,5806627.46682651
"23",2006,10024,32228,4405,3513,5217,3972,2784,5464,6873,9672831.99710471,5438147.20605845
"24",2006,10025,47019,7984,8026,10250,6191,3877,6053,4638,5772653.62581787,3763458.82180976
"25",2006,10026,14930,3232,4183,4193,1665,757,697,203,675381.758979786,588536.598192716
"26",2006,10027,24251,5865,6619,6598,2428,1071,1143,527,1156667.25838204,931579.980146335
"27",2006,10028,25925,3138,2601,4236,3885,2659,4283,5123,9428325.21679468,4600322.14111529
"28",2006,10029,29352,7019,8780,8917,2700,892,685,359,1392230.27455335,1101994.72305734
"29",2006,10030,10780,2520,3310,3343,981,322,237,67,383749.442425695,346998.531495184
"30",2006,10031,25784,6493,8683,7338,2025,674,457,114,872746.542851474,754456.532335166
"31",2006,10032,28102,7136,9578,7932,2096,741,511,108,905778.625601256,784017.865546691
"32",2006,10033,29660,7151,8730,9320,2226,921,1050,262,1114471.55032698,936944.827755777
"33",2006,10034,19717,4610,6131,5559,1909,781,627,100,730398.78265636,627102.833407466
"34",2006,10035,12152,3201,3770,3381,1096,400,263,41,406798.417340333,367725.443287173
"35",2006,10036,17125,2862,2758,3651,2307,1383,2174,1990,4079047.77542061,1843498.25821669
"36",2006,10037,8502,1506,2118,2778,1319,465,276,40,365672.621913935,304488.904020503
"37",2006,10038,9659,2137,1856,2115,1181,655,1062,653,930246.704409078,648986.661712207
"38",2006,10039,10669,2399,3360,3349,1005,340,204,12,361878.547130751,306711.030249266
"39",2006,10040,22111,5064,6899,6761,1874,734,660,119,815430.970615518,692151.169773883
"40",2006,10044,4001,705,621,1016,581,373,519,186,317290.232263238,251209.606569385
"41",2006,10055,NA,NA,0,0,12,NA,NA,12,NA,NA
"42",2006,10065,1869,283,174,234,163,115,236,664,1877809.53320822,533882.874518623
"43",2006,10069,1916,159,136,228,180,136,380,697,790720.691806043,524526.429794552
"44",2006,10075,1462,260,114,184,150,81,203,470,1067080.299518,403589.855182506
"45",2006,10101,NA,55,50,104,51,29,38,NA,NA,NA
"46",2006,10103,NA,28,NA,10,0,0,NA,20,NA,NA
"47",2006,10104,NA,NA,17,0,NA,NA,NA,12,NA,NA
"48",2006,10105,NA,308,NA,0,0,0,NA,10,NA,NA
"49",2006,10106,NA,23,26,NA,18,NA,15,71,NA,NA
"50",2006,10107,NA,191,26,13,16,NA,21,42,NA,NA
"51",2006,10108,NA,55,98,110,46,26,NA,0,NA,NA
"52",2006,10110,NA,52,31,30,NA,12,24,112,NA,NA
"53",2006,10111,639,94,34,25,32,23,56,375,1279457.95630772,NA
"54",2006,10112,283,51,21,16,10,10,23,152,736378.536095242,NA
"55",2006,10113,NA,62,78,68,45,20,23,NA,NA,NA
"56",2006,10115,NA,10,NA,NA,0,0,0,0,NA,NA
"57",2006,10116,NA,125,155,265,139,41,40,NA,NA,NA
"58",2006,10117,NA,26,NA,0,0,0,0,0,NA,0
"59",2006,10118,419,77,50,46,45,20,65,116,139715.304837336,62567.5499417139
"60",2006,10119,235,47,20,32,19,10,32,75,186424.633311562,NA
"61",2006,10121,NA,NA,0,0,0,0,NA,NA,NA,NA
"62",2006,10122,NA,29,NA,12,12,NA,13,38,NA,NA
"63",2006,10123,343,50,47,48,53,36,53,56,148463.898100947,25911.8729924352
"64",2006,10125,NA,12,0,NA,NA,0,0,NA,NA,NA
"65",2006,10128,33492,4173,3757,6348,4907,3120,5262,5925,10057804.1968203,5089418.00270679
"66",2006,10129,NA,14,28,41,23,NA,0,0,NA,NA
"67",2006,10150,716,111,117,199,131,70,51,37,75643.9985746765,41044.670183126
"68",2006,10151,NA,NA,0,0,0,NA,0,NA,NA,NA
"69",2006,10152,NA,0,0,NA,0,0,NA,29,NA,NA
"70",2006,10153,NA,12,NA,NA,NA,0,NA,19,NA,NA
"71",2006,10154,NA,NA,NA,21,NA,10,100,26,NA,NA
"72",2006,10155,NA,NA,0,0,0,NA,NA,NA,NA,NA
"73",2006,10156,NA,30,39,72,60,21,24,NA,NA,11389.2787185317
"74",2006,10158,NA,NA,NA,NA,NA,0,0,19,NA,NA
"75",2006,10159,NA,57,46,95,52,18,29,NA,NA,NA
"76",2006,10162,681,84,35,57,72,63,168,202,197283.658628416,114838.072628664
"77",2006,10163,1196,159,189,274,198,105,132,139,118373.487215907,107214.651217395
"78",2006,10165,340,67,37,45,36,22,43,90,137442.622297549,NA
"79",2006,10166,NA,NA,23,NA,19,15,25,59,NA,NA
"80",2006,10167,NA,NA,20,NA,11,NA,25,41,NA,NA
"81",2006,10168,247,41,21,23,14,17,37,94,207751.166466868,NA
"82",2006,10169,NA,18,NA,18,NA,12,19,68,NA,NA
"83",2006,10170,NA,218,18,NA,14,NA,10,28,NA,NA
"84",2006,10171,NA,NA,0,24,NA,0,NA,NA,NA,NA
"85",2006,10172,NA,NA,NA,14,NA,NA,44,99,NA,NA
"86",2006,10174,NA,NA,NA,18,0,NA,NA,10,NA,NA
"87",2006,10175,NA,10,12,NA,10,NA,10,22,NA,NA
"88",2006,10178,NA,102,NA,18,17,11,45,58,NA,NA
"89",2006,10179,NA,0,NA,14,NA,0,NA,13,NA,NA
"90",2006,10185,527,42,49,121,77,51,75,112,74167.2840014882,61595.2227506097
"91",2006,10268,NA,14,19,42,31,18,20,NA,NA,NA
"92",2006,10271,NA,NA,NA,16,NA,0,NA,13,NA,NA
"93",2006,10272,NA,25,27,62,42,23,11,NA,NA,NA
"94",2006,10274,366,38,41,74,52,19,22,120,2025181.1798454,1034850.06337564
"95",2006,10276,NA,63,70,81,41,18,27,NA,NA,NA
"96",2006,10280,3885,345,287,482,588,447,983,753,743090.768179902,545733.038677194
"97",2006,10281,307,22,17,29,14,21,76,128,69175.1422198338,57765.8761225249
"98",2006,10282,1865,155,124,228,176,163,399,620,596604.444849737,470335.943016824
"99",2006,10286,268,21,36,24,23,24,56,84,90603.9637253524,NA
"100",2006,10301,16157,2910,3114,4114,2416,1394,1605,604,1138605.72233641,811949.63952379
"101",2006,10302,6791,1269,1469,1710,1051,637,583,72,364454.567536687,297695.546692572
"102",2006,10303,10172,1947,2439,2758,1512,904,581,31,475144.671204994,419418.68344591
"103",2006,10304,17424,3435,4165,4202,2225,1207,1559,631,1199809.42760861,845883.505774875
"104",2006,10305,17417,2873,3220,4233,2917,1863,1989,322,1108461.22795585,876766.357442024
"105",2006,10306,25447,4187,4062,5551,4204,3006,3737,700,1867681.81080898,1402474.39404076
"106",2006,10307,5788,977,833,1079,856,725,1020,298,527958.380303419,390830.853153652
"107",2006,10308,12726,1922,1875,2540,2153,1733,2223,280,947431.147244843,726381.319522136
"108",2006,10309,13445,2206,1916,2623,2134,1671,2394,501,1089693.07928403,846613.632964326
"109",2006,10310,9506,1669,1897,2153,1416,956,1202,213,622238.845995618,479303.221718821
"110",2006,10312,27879,4449,3980,5571,4527,3534,4904,914,2233487.29000537,1676775.30173866
"111",2006,10313,NA,NA,27,20,17,NA,NA,0,NA,NA
"112",2006,10314,37914,6105,6486,8211,6183,4434,5543,952,2664666.78226944,2022628.67400273
"113",2006,10451,17870,4292,5961,5438,1513,451,193,22,560417.883437642,480549.49357199
"114",2006,10452,NA,7834,11812,9699,1647,355,133,NA,NA,764384.380946633
"115",2006,10453,36287,8565,13389,11923,1818,413,167,12,998528.293224753,NA
"116",2006,10454,NA,3559,4615,3148,623,166,84,NA,NA,NA
"117",2006,10455,13722,3713,5169,3806,791,174,69,0,362501.683057335,327153.41582572
"118",2006,10456,NA,8621,12489,10347,1863,415,161,NA,NA,NA
"119",2006,10457,33520,7339,10601,13486,1537,408,136,13,973507.62218015,894707.969214997
"120",2006,10458,28289,7271,9737,8226,2116,647,278,14,834908.083369848,NA
"121",2006,10459,NA,4184,5831,4727,1070,290,127,NA,NA,NA
"122",2006,10460,NA,5224,7047,6543,1450,432,155,NA,NA,NA
"123",2006,10461,20739,3331,4419,6295,3441,1759,1362,132,1054741.03244347,873016.960329048
"124",2006,10462,33711,5721,8335,11696,5103,1794,1000,62,1416262.15821256,1242979.81431111
"125",2006,10463,30776,5313,6745,8185,4503,2411,2785,834,1965838.6522558,1351120.93932124
"126",2006,10464,2017,308,306,418,356,224,315,90,156980.872916374,112390.206592534
"127",2006,10465,17820,2650,3364,4881,3067,1814,1875,169,1046071.21296681,857205.767988095
"128",2006,10466,29546,5306,9206,9360,3367,1356,916,35,1127704.37080567,1025171.4691348
"129",2006,10467,37608,8046,10801,12637,3925,1345,809,45,1347780.69560911,1192435.26056798
"130",2006,10468,30644,7712,10390,9012,2351,760,392,27,937793.703489728,819103.945397875
"131",2006,10469,27182,4836,6807,8499,3747,1729,1416,148,1243727.57742301,1059837.81403166
"132",2006,10470,6616,1032,1485,1941,1123,565,438,32,331402.497408127,270563.267866562
"133",2006,10471,9735,1354,1273,2023,1729,1148,1491,717,1266990.53486338,670086.279331983
"134",2006,10472,24755,6384,8250,7212,1981,587,324,17,750629.537163408,674380.038584598
"135",2006,10473,24093,4559,6691,7965,3052,1137,654,35,936151.211245504,828988.292067298
"136",2006,10474,NA,1122,1426,1221,259,62,25,NA,NA,NA
"137",2006,10475,20298,2638,4052,7151,3967,1662,791,37,986667.547512711,797049.636509445
"138",2006,10501,620,101,68,83,71,57,138,102,87918.6006002232,56969.9081559257
"139",2006,10502,2811,538,277,361,252,236,666,481,401947.362938283,259771.25905502
"140",2006,10503,NA,NA,NA,21,34,NA,35,26,NA,NA
"141",2006,10504,4062,985,358,370,278,233,576,1262,1720446.54863875,802636.696741763
"142",2006,10505,566,102,71,74,81,34,115,89,64040.7373304121,52595.0236600389
"143",2006,10506,2898,645,261,288,183,155,433,933,1233342.37055599,641514.909234013
"144",2006,10507,2505,433,444,492,302,205,343,286,602978.067223347,275260.301879211
"145",2006,10509,9224,1767,1260,1629,1260,1060,1748,500,880117.182707618,609678.542026373
"146",2006,10510,5127,1088,443,510,406,403,970,1307,1500992.18403373,787563.861687404
"147",2006,10511,1053,154,161,214,170,113,206,35,82659.5685254847,63288.2713058575
"148",2006,10512,11922,1963,1682,2190,1788,1510,2263,526,1012056.22147245,778688.28978215
"149",2006,10514,5792,1391,452,393,328,279,803,2146,2874493.10894465,1428014.73693357
"150",2006,10516,2475,385,340,443,375,267,485,180,273014.661087181,190382.134309454
"151",2006,10517,446,65,63,98,67,59,76,18,37100.1021950312,26952.3924170146
"152",2006,10518,743,165,78,74,67,55,155,149,148284.011691952,94774.2715208135
"153",2006,10519,339,58,38,71,54,36,58,24,37843.1623942789,20184.9011086768
"154",2006,10520,6020,968,713,983,755,588,1234,779,840847.862051176,544266.905657476
"155",2006,10521,NA,14,NA,23,NA,13,NA,0,NA,NA
"156",2006,10522,5018,782,640,881,704,472,918,621,746712.01092307,470855.614865032
"157",2006,10523,4079,653,813,1008,619,352,521,113,281904.341730396,218163.415081642
"158",2006,10524,2024,322,226,291,262,269,426,228,281409.360173618,165161.589477078
"159",2006,10526,1038,219,110,169,104,80,183,173,170050.267180356,113983.318253896
"160",2006,10527,461,90,41,49,53,33,116,79,61364.7800305899,45198.5177842999
"161",2006,10528,5821,1036,778,1034,774,484,827,888,1710653.90876607,770774.46351453
"162",2006,10530,7049,861,793,1132,1192,866,1469,736,848187.932975073,551124.928034393
"163",2006,10532,2577,410,328,460,363,303,588,125,243001.848260923,176133.484697615
"164",2006,10533,3714,717,386,430,395,326,651,809,917945.060635774,547051.029948328
"165",2006,10535,NA,53,81,95,52,46,57,NA,NA,NA
"166",2006,10536,5258,1156,482,598,460,349,1011,1202,1440196.45643421,705475.697049316
"167",2006,10537,1201,182,209,288,183,158,168,13,76604.568484147,66174.6839469224
"168",2006,10538,8287,1595,779,911,753,612,1291,2346,2875394.89244595,1465337.05175148
"169",2006,10540,368,68,57,55,54,31,75,28,35809.1526716547,25976.5380414204
"170",2006,10541,11716,2068,1547,1991,1593,1412,2501,604,1018301.68947625,789105.241309578
"171",2006,10542,NA,40,51,91,33,30,44,NA,NA,NA
"172",2006,10543,9322,1646,1407,1779,1172,834,1337,1147,1703494.89997933,898216.342054483
"173",2006,10545,NA,132,40,25,16,0,NA,0,NA,NA
"174",2006,10546,765,156,73,85,70,59,165,157,123710.117349427,85014.5520367079
"175",2006,10547,3361,547,472,608,531,405,653,145,273956.419346038,221415.479181514
"176",2006,10548,1451,221,202,224,244,191,305,64,135968.259180687,101172.584185854
"177",2006,10549,7895,1673,1192,1333,846,562,1126,1163,1950814.02205614,920429.374244967
"178",2006,10550,16065,3287,4473,5063,1949,777,482,34,627193.364476045,561604.193154479
"179",2006,10551,387,68,89,130,70,19,11,0,16299.1195287504,13813.6301913935
"180",2006,10552,10031,1340,1680,2538,1791,1016,1241,425,763727.148903311,588630.656445786
"181",2006,10553,5113,848,1165,1570,765,375,347,43,253170.721145881,223729.312207019
"182",2006,10560,2055,371,217,258,216,203,427,363,418641.527129924,258489.715356951
"183",2006,10562,14072,2551,2353,3101,1939,1254,2061,813,1261352.91832004,873620.108876855
"184",2006,10566,11307,1814,2494,2899,1688,1061,1176,175,658821.627798768,546427.894021744
"185",2006,10567,8943,1703,1028,1309,1065,997,1999,842,960566.382285974,735452.062302509
"186",2006,10570,6032,1219,685,813,641,477,1133,1064,1023848.77495101,620582.245013435
"187",2006,10573,17142,3423,3678,3980,1929,1067,1735,1330,1613611.65761812,1040017.38865363
"188",2006,10576,2470,485,208,222,196,152,438,769,959187.253150345,406384.561026828
"189",2006,10577,1754,398,169,200,120,87,219,561,1748589.95368525,558521.433910132
"190",2006,10578,425,56,44,80,64,46,106,29,44722.3478781365,32058.5798305155
"191",2006,10579,4169,670,520,704,553,545,906,271,388431.191972221,298574.99135877
"192",2006,10580,8145,1598,736,916,678,541,1131,2545,4791977.58902567,2218151.09184242
"193",2006,10583,19559,3983,1736,2077,1652,1419,3250,5442,7669805.06304163,3543176.74457774
"194",2006,10587,NA,56,49,68,63,38,71,NA,NA,NA
"195",2006,10588,1124,177,178,196,162,134,242,35,88481.7743904758,70434.3470827994
"196",2006,10589,4463,525,478,619,670,553,1097,521,580073.706872804,291419.509756521
"197",2006,10590,3255,653,293,394,332,291,674,618,566283.591244678,356260.917966186
"198",2006,10591,11036,1761,2011,2317,1494,937,1532,984,1381363.01913935,898403.282832458
"199",2006,10594,2453,431,302,437,343,237,491,212,263959.202772932,182828.080859824
"200",2006,10595,3171,546,363,556,421,342,669,274,320678.680830061,217548.509252201
"201",2006,10596,853,112,160,225,156,86,103,11,52504.4925914596,NA
"202",2006,10597,505,129,42,38,20,16,62,198,191773.020726717,109784.792982514
"203",2006,10598,13915,2521,1670,1973,1632,1491,3455,1173,1551653.13486503,1093942.16086644
"204",2006,11001,12929,2048,1932,2535,1969,1429,2415,601,1077780.6015328,822013.872602207
"205",2006,11002,151,18,23,47,29,22,12,0,8663.94083584804,NA
"206",2006,11003,20032,3148,4421,5620,3126,1808,1762,147,1079231.4500864,921957.820857343
"207",2006,11004,6282,964,1009,1408,1134,771,898,98,418190.047515192,325365.13328924
"208",2006,11005,1380,98,125,207,236,179,325,210,245854.164785251,29876.4283593072
"209",2006,11010,11832,1795,1834,2619,1947,1456,1900,281,853689.165051465,639579.660677111
"210",2006,11020,3018,638,377,446,270,220,507,560,571041.763121822,267719.181439378
"211",2006,11021,9368,1581,1095,1364,1278,912,1704,1434,1608236.22845521,739762.281749411
"212",2006,11022,NA,24,31,39,24,10,28,NA,NA,NA
"213",2006,11023,4072,904,425,519,441,315,723,745,729654.546728949,300786.536034062
"214",2006,11024,3280,781,401,415,306,210,428,739,1324630.60807242,316429.599247654
"215",2006,11030,9186,1776,745,900,774,565,1600,2826,3616192.99070729,1674416.79104295
"216",2006,11040,20014,3249,2781,3721,2975,2210,3933,1145,1869085.63023604,1268217.99506593
"217",2006,11042,259,57,30,31,16,13,36,76,174779.045853417,NA
"218",2006,11050,14153,2565,1810,2200,1540,1117,2429,2492,3074526.79574718,1572983.19520483
"219",2006,11096,3423,698,949,985,424,195,161,11,144632.200016535,120346.359074036
"220",2006,11101,10987,2485,3117,3116,1147,511,487,124,490947.633448803,403452.294987392
"221",2006,11102,15888,3315,4136,4599,2137,882,713,106,680517.339597371,585206.936034062
"222",2006,11103,18964,3839,4774,5765,2532,1079,847,128,838097.833877062,694808.315423091
"223",2006,11104,14170,3048,3538,3899,1954,877,734,120,653267.487955025,523955.025907155
"224",2006,11105,18532,3349,4501,5387,2696,1321,1109,169,900226.83721384,746692.023544293
"225",2006,11106,20221,4012,5038,6035,2843,1221,938,134,919568.741229383,747770.1662701
"226",2006,11109,918,90,108,180,162,108,181,89,98891.6715489231,81790.7054127568
"227",2006,11201,23870,3515,3370,4934,3485,2173,3671,2722,3760974.50820057,2323651.53139763
"228",2006,11202,NA,144,225,372,198,79,60,NA,NA,NA
"229",2006,11203,33272,6100,9244,11031,4276,1625,925,71,1314793.29052954,1172416.13713034
"230",2006,11204,29345,7977,7996,6591,3239,1555,1530,457,1443871.78267289,976656.222201645
"231",2006,11205,13986,2759,3746,3907,1791,783,807,193,694669.579499814,586182.790409656
"232",2006,11206,27487,7005,9804,7715,2009,597,297,60,844685.438776404,735006.461328593
"233",2006,11207,33773,7979,11628,9736,3055,940,399,36,1064916.95969741,964385.147360589
"234",2006,11208,34817,8488,12301,10030,2791,853,336,18,1045796.09257658,957314.318186102
"235",2006,11209,32678,5801,6188,7786,5318,3126,3421,1038,2268338.22422388,1645791.33744946
"236",2006,11210,26444,5171,6640,7598,3250,1523,1626,636,1787859.2743417,1127090.64070439
"237",2006,11211,33427,8006,9948,8845,3405,1422,1331,470,1439367.56807904,1163403.00502997
"238",2006,11212,32128,7714,10922,9754,2549,830,343,16,985701.098962424,NA
"239",2006,11213,24257,5499,7831,7418,2294,762,384,69,822902.723093712,721820.669976437
"240",2006,11214,35596,9506,8951,8438,4385,2228,1787,301,1503321.30152536,1219983.74716382
"241",2006,11215,32187,4454,5474,8003,5096,2876,4123,2161,3056923.79368525,2283040.70490678
"242",2006,11216,21402,4796,6522,6639,2289,722,376,58,747786.626464388,678656.161914762
"243",2006,11217,16649,2366,3056,4546,2602,1325,1786,968,1396928.48429416,1067772.80340623
"244",2006,11218,29381,6904,7791,7058,3643,1800,1832,353,1373758.40937869,1090245.67152081
"245",2006,11219,27803,8352,9196,5555,2250,1007,1022,421,1276062.45337192,739052.141938737
"246",2006,11220,38818,13040,12714,7942,2788,1185,994,155,1188754.05568848,983790.540696953
"247",2006,11221,28045,6705,9503,8221,2492,744,353,27,879251.846779381,813007.79487082
"248",2006,11222,19379,3798,4880,6066,2628,1015,834,158,854131.238840891,710358.496111777
"249",2006,11223,29215,7842,7316,6775,3353,1664,1584,681,1878005.8798115,1167151.22641478
"250",2006,11224,20904,6555,5198,5403,2140,871,644,93,723460.810764334,579923.213667893
"251",2006,11225,26166,5016,7767,8710,2966,957,622,128,1017091.86519615,874935.748691662
"252",2006,11226,43600,9265,14058,13967,4156,1259,742,153,1502134.99180852,1356187.15197718
"253",2006,11228,17036,3314,3739,3846,2504,1481,1712,440,1040501.78865694,786369.321873424
"254",2006,11229,33715,7995,7308,7634,4548,2676,2955,599,1891375.08475714,1365799.90544087
"255",2006,11230,32382,8774,7525,7399,3743,1934,2085,922,2079433.98021578,1254746.50177008
"256",2006,11231,15949,2415,3075,3939,2456,1340,1851,873,1336077.49747096,1030358.78179158
"257",2006,11232,10001,2598,3177,2697,923,321,251,34,340738.954753421,296477.492315324
"258",2006,11233,23564,5209,7219,7458,2485,777,372,44,809224.301641106,743483.461386466
"259",2006,11234,38113,6192,7725,9908,6162,3531,3861,734,2422047.04566161,1833081.30668926
"260",2006,11235,37389,10960,7678,8367,4585,2452,2606,741,1937587.08021826,1386038.89004506
"261",2006,11236,40962,7242,10643,13076,5670,2470,1734,127,1761835.70717374,1644131.20928279
"262",2006,11237,17979,5053,6507,4794,1123,312,175,15,496458.271350502,NA
"263",2006,11238,24621,3908,5516,7493,3779,1696,1657,572,1412404.59410855,1186226.24013724
"264",2006,11239,NA,1690,1560,2208,810,244,88,NA,NA,NA
"265",2006,11242,NA,13,10,13,12,NA,NA,0,NA,NA
"266",2006,11244,NA,12,0,NA,0,0,0,0,NA,NA
"267",2006,11247,NA,67,97,124,56,26,NA,0,NA,NA
"268",2006,11252,NA,NA,0,13,NA,0,0,0,NA,NA
"269",2006,11255,NA,12,NA,14,NA,0,0,0,NA,NA
"270",2006,11352,NA,250,165,134,56,37,16,NA,NA,NA
"271",2006,11354,23367,7176,5865,5051,2590,1281,1178,226,977202.935797611,711209.723302054
"272",2006,11355,37912,13922,10109,7457,3257,1618,1343,206,1291250.50978628,982436.101852755
"273",2006,11356,9814,2196,2493,2426,1268,708,624,99,461978.867231615,367101.131632425
"274",2006,11357,18649,2893,3238,3946,2985,2147,2799,641,1444315.03219048,952872.417184903
"275",2006,11358,16720,3350,3565,3727,2343,1484,1839,412,1022576.63707825,752573.015817453
"276",2006,11360,9934,1458,1482,1878,1574,1190,1779,573,880187.72639742,533447.855098177
"277",2006,11361,12906,2228,2543,2915,2038,1234,1574,374,869721.394287131,646750.426745484
"278",2006,11362,8443,1344,1358,1710,1379,993,1329,330,647956.723841098,441983.25835724
"279",2006,11363,3362,545,506,633,471,353,535,319,405278.2008251,229328.129720971
"280",2006,11364,16494,2806,2930,3735,2697,1781,2114,431,1131062.25044025,816852.425965028
"281",2006,11365,18294,3500,3730,4268,2779,1772,1905,340,1096287.73855235,796194.882134678
"282",2006,11366,6377,1283,1160,1407,885,563,870,209,457627.497298995,304909.814702989
"283",2006,11367,17115,3390,3710,4355,2622,1346,1338,354,1026717.55166963,706813.675699227
"284",2006,11368,37692,11575,12450,9512,2805,888,430,32,1066440.70339713,928225.627696251
"285",2006,11369,13802,3371,4104,3762,1491,637,398,39,497296.565530983,415324.797981067
"286",2006,11370,11109,2519,2973,2816,1338,757,619,87,492421.996565665,384868.73563722
"287",2006,11371,NA,NA,21,22,NA,12,NA,0,NA,NA
"288",2006,11372,32381,8268,8812,8327,3672,1734,1353,215,1303598.00695796,1041122.5731272
"289",2006,11373,42526,12695,12708,10347,3866,1561,1201,148,1421490.62135505,1178340.63134554
"290",2006,11374,21802,4489,4190,5560,3579,1862,1794,328,1205338.87716093,930386.616060518
"291",2006,11375,35019,5340,5149,7573,6107,3948,5126,1776,3156885.37786284,2105235.33476086
"292",2006,11377,38817,9773,10759,10038,4493,1980,1576,198,1532107.82987723,1240656.57546029
"293",2006,11378,14990,2843,3337,3880,2397,1251,1140,142,779331.413087512,624159.985814559
"294",2006,11379,16383,2652,3019,3939,2775,1766,1923,309,1061225.17326444,807063.313276838
"295",2006,11380,74,21,23,16,14,0,0,0,2196.2602091687,NA
"296",2006,11385,42198,9052,10932,12083,5610,2437,1882,202,1800513.63656401,1518505.83075524
"297",2006,11386,361,60,91,121,61,16,12,0,15128.0942780373,13607.8777628043
"298",2006,11411,9653,1320,2110,3027,1644,829,687,36,499160.094669919,412450.142621636
"299",2006,11412,15793,2488,4185,5124,2341,1008,615,32,688291.25421355,595401.674938613
"300",2006,11413,17922,2705,4159,5583,2921,1442,1043,69,872059.917604068,746714.362379397
"301",2006,11414,12702,1944,2275,3045,2304,1409,1463,262,845174.541692365,606810.941035922
"302",2006,11415,9274,1569,1678,2575,1664,871,756,161,558581.396046464,434211.695197387
"303",2006,11416,9703,2249,3032,2786,1023,379,217,17,339047.081926336,301356.764193295
"304",2006,11417,12448,2434,3300,3523,1633,851,655,52,546927.578491174,476733.079953702
"305",2006,11418,14797,3297,4261,4076,1645,783,642,93,612248.683791493,513224.154960109
"306",2006,11419,18625,4552,5843,5165,1850,728,456,31,641220.977193171,570015.352435203
"307",2006,11420,18638,3529,5188,5642,2436,1060,715,68,775783.065490472,678758.450264974
"308",2006,11421,16925,3509,4805,4769,2066,1009,711,56,691716.150353437,599636.64778306
"309",2006,11422,13645,2032,2974,4346,2279,1148,811,55,679455.657065851,611721.957574304
"310",2006,11423,13188,2505,3398,3931,1745,742,659,208,635544.561620437,516783.08411062
"311",2006,11424,NA,10,NA,NA,0,0,0,0,NA,NA
"312",2006,11425,NA,18,NA,11,NA,0,0,0,NA,NA
"313",2006,11426,8069,1354,1450,1785,1353,934,1083,110,507080.975306519,408429.152302923
"314",2006,11427,10613,1799,2192,2984,1639,891,928,180,607655.11385722,467049.782800215
"315",2006,11428,8921,1552,2187,2620,1301,694,539,28,418474.573730726,367252.8005655
"316",2006,11429,11308,1861,2939,3662,1578,765,480,23,494901.607262205,430631.602939936
"317",2006,11430,NA,42,41,61,54,38,28,NA,NA,14194.5661163243
"318",2006,11431,NA,137,211,244,92,44,12,NA,NA,NA
"319",2006,11432,23107,5036,6308,6033,2731,1330,1288,381,1139205.34369972,865572.249598611
"320",2006,11433,11966,2509,3650,3699,1317,531,247,13,429240.716522674,388793.316246538
"321",2006,11434,26175,4282,6669,8750,3998,1590,845,41,1111955.49205738,958525.31819437
"322",2006,11435,22286,4642,6231,6331,2864,1270,853,95,924631.426700839,787767.262659667
"323",2006,11436,NA,1364,1999,2488,1032,392,210,NA,NA,NA
"324",2006,11439,53,39,14,0,0,0,0,0,453.831071059485,400.923303707991
"325",2006,11501,10071,1509,1611,2235,1726,1100,1587,303,756228.354677359,569455.705829441
"326",2006,11507,3691,652,509,565,463,396,721,385,439990.399120334,263941.566850482
"327",2006,11509,1449,253,150,190,163,132,280,281,377292.343352486,167176.787549089
"328",2006,11510,16159,2541,2541,3305,2396,1957,2879,540,1257470.6639246,977842.531918482
"329",2006,11514,2445,391,385,516,394,274,410,75,182281.367263858,139697.668914886
"330",2006,11516,3256,611,453,601,451,323,511,306,382351.501639453,241268.824948121
