"","year","zipcode","total_households","n1_1","n1_2","n1_3","n1_4","n1_5","n1_6","n1_7","total_income","wage_income"
"694",2007,11434,29828,6344,6936,9485,4264,1702,1044,53,1188271931.19033,1023379347.49453
"695",2007,11435,24185,6032,6191,6424,3082,1334,997,125,956465391.723358,812998648.180573
"696",2007,11436,8325,1854,2170,2488,1125,442,235,11,311042185.745451,276335259.540593
"697",2007,11439,NA,30,20,NA,NA,NA,NA,NA,NA,NA
"698",2007,11501,10732,1900,1640,2220,1699,1168,1752,353,806742825.764124,586738136.703313
"699",2007,11507,3829,747,469,558,475,349,817,414,459310799.559072,274654150.270325
"700",2007,11509,1486,282,165,180,162,123,283,291,393309100.54537,158836412.681128
"701",2007,11510,17209,3220,2593,3264,2443,1927,3106,656,1297551490.32119,1006008641.01762
"702",2007,11514,2593,451,396,521,391,304,430,100,190049068.412889,143738419.426377
"703",2007,11516,3464,734,449,579,440,341,560,361,419857067.112598,248897186.427526
"704",2007,11518,5708,1060,776,1009,849,668,984,362,678633399.961804,416187148.444817
"705",2007,11520,22925,5051,5441,5442,2880,1735,2019,357,1181742576.46547,928139601.182598
"706",2007,11530,14249,2787,1331,1660,1500,1126,2876,2969,3342481014.72961,1811870220.54918
"707",2007,11531,NA,12,19,31,27,13,NA,NA,NA,NA
"708",2007,11542,13851,3024,2624,2866,1772,1152,1680,733,1299113414.60332,736444023.417159
"709",2007,11545,6393,1451,706,762,568,445,1061,1400,2048974908.42487,858952289.756541
"710",2007,11547,521,80,72,97,82,48,113,29,44183205.5787878,30645189.8749693
"711",2007,11548,741,150,105,134,82,60,120,90,98849847.8628131,48694009.2430163
"712",2007,11549,NA,13,10,NA,NA,NA,NA,NA,NA,NA
"713",2007,11550,25991,6302,7368,6743,2729,1401,1257,191,1067197175.74743,895939031.380228
"714",2007,11551,NA,172,237,265,85,23,17,NA,NA,NA
"715",2007,11552,12504,2454,1995,2558,1728,1287,1971,511,949956070.154242,669442169.817488
"716",2007,11553,13266,2813,3427,3732,1729,789,705,71,589368306.581678,481348780.935083
"717",2007,11554,19506,3843,2941,3666,2666,2066,3537,787,1495391515.3021,1069670183.94721
"718",2007,11556,NA,12,11,NA,NA,NA,NA,NA,NA,NA
"719",2007,11557,4394,969,509,578,499,366,767,706,997832672.916405,387742899.93943
"720",2007,11558,4449,944,729,847,660,460,643,166,338186585.941206,222815614.588345
"721",2007,11559,3918,1007,496,525,381,270,451,788,1303784995.63068,415285375.22922
"722",2007,11560,3612,728,468,541,385,270,548,672,1383269127.34307,459552952.115227
"723",2007,11561,20317,3717,2751,3762,3261,2365,3265,1196,1999307806.7887,1247236046.03497
"724",2007,11563,11554,2209,1608,2119,1779,1253,2112,474,895507438.901913,669664655.015894
"725",2007,11565,4859,831,583,769,651,535,1133,357,464511382.784195,341188136.805024
"726",2007,11566,18606,3684,2049,2669,2181,1818,4217,1988,2266941955.19915,1502158773.6108
"727",2007,11568,1912,462,229,180,119,78,195,649,1518108145.69194,509243816.903557
"728",2007,11569,877,146,105,118,109,88,183,128,124485279.894722,72211155.3913466
"729",2007,11570,14424,3047,1797,2023,1681,1223,2561,2092,2210263597.70449,1315506690.5515
"730",2007,11571,NA,42,24,42,27,14,19,NA,NA,NA
"731",2007,11572,16446,3371,2106,2554,2221,1821,3336,1037,1479665912.14171,1018392882.98183
"732",2007,11575,8378,1917,2251,2284,1057,495,350,24,325254860.978722,280004712.959051
"733",2007,11576,6759,1490,581,596,584,435,1125,1948,2103919631.48673,832973543.733354
"734",2007,11577,6310,1480,663,770,633,526,1060,1178,1153305431.29987,627584632.436025
"735",2007,11579,2640,504,322,433,297,249,512,323,335504716.232043,198148598.450869
"736",2007,11580,20284,3762,3475,4488,3152,2167,2846,394,1316658226.06463,1023449533.84143
"737",2007,11581,10611,2096,1496,1833,1478,1155,1873,680,929853919.195089,630348081.956468
"738",2007,11582,NA,56,48,66,51,28,24,NA,NA,NA
"739",2007,11590,23241,4678,5035,5241,2850,1808,2866,763,1523417541.24584,1124366595.3292
"740",2007,11596,5531,1049,656,846,735,529,1200,516,605319565.951839,413351010.290575
"741",2007,11598,6360,1583,668,732,574,465,1127,1211,1363881129.52237,567607241.145517
"742",2007,11690,NA,117,91,96,48,13,NA,NA,NA,NA
"743",2007,11691,23433,7636,6075,5863,2077,902,706,174,805613473.613061,666977927.052129
"744",2007,11692,7765,2159,2093,2296,749,265,190,13,251939251.70537,229998292.531562
"745",2007,11693,5940,1554,1171,1450,911,446,384,24,262346241.202425,219394392.831446
"746",2007,11694,9499,2209,1397,1796,1359,910,1343,485,869661533.563213,559436345.06211
"747",2007,11695,NA,13,NA,NA,NA,NA,NA,NA,NA,NA
"748",2007,11697,2302,392,266,387,393,266,451,147,219298248.544428,142486929.611497
"749",2008,10001,12534,2128,2152,2646,1706,1041,1579,1282,1696468539.62654,1136039251.98727
"750",2008,10002,45236,15179,12517,8576,3969,1876,2179,940,1919670142.04541,1534639583.78648
"751",2008,10003,28817,3737,3183,5033,4415,2871,5233,4345,5841047496.22617,3572620950.2757
"752",2008,10004,1967,227,148,249,229,189,396,529,1070894624.38208,367271228.18141
"753",2008,10005,4697,522,403,722,588,413,943,1106,3304984186.37761,871413584.026024
"754",2008,10006,2236,216,181,342,356,236,462,443,423267343.604032,264288664.084407
"755",2008,10007,3551,407,282,366,276,228,663,1329,1693246651.82634,1258483849.69312
"756",2008,10008,550,52,72,159,134,50,61,22,40231769.3866444,29836946.4589914
"757",2008,10009,31275,5139,5924,7675,4924,2820,3491,1302,2133781089.95854,1730585797.17268
"758",2008,10010,17401,1883,1818,2952,2632,1833,3378,2905,3453353552.23083,2294782774.70255
"759",2008,10011,30434,3617,3593,4866,4294,3175,5711,5178,5945768804.77164,3938717883.49497
"760",2008,10012,13415,2039,1830,2428,1808,1208,2230,1872,2655497171.5974,1683918104.58984
"761",2008,10013,15981,4312,2694,2296,1418,934,1671,2656,4535638786.33574,3002808060.50189
"762",2008,10014,19374,2203,2013,3064,2756,2082,3841,3415,4311031255.68989,2722698525.841
"763",2008,10016,31673,3488,3241,5637,4953,3330,5949,5075,6005214023.5251,4009548554.46196
"764",2008,10017,15803,4055,2097,1861,1682,1235,2357,2516,3897654277.76337,1855427853.99227
"765",2008,10018,4416,787,652,862,522,315,546,732,1830215166.69547,891722627.074934
"766",2008,10019,24515,3426,3086,4531,3341,2316,4139,3676,5334974444.11543,3098275023.89337
"767",2008,10020,1134,193,67,73,90,51,191,469,479333125.583372,228277356.659964
"768",2008,10021,29820,3589,2521,3939,3936,3025,5333,7477,13350861164.7786,6111706793.9526
"769",2008,10022,20815,2487,1677,2688,2483,1928,4048,5504,8872411680.6135,3762643833.04001
"770",2008,10023,34334,4293,3425,4775,4389,3245,6586,7621,9992542449.31676,6047542668.86104
"771",2008,10024,31925,4612,3208,4681,3999,2938,5446,7041,8924235114.51702,5432268523.15253
"772",2008,10025,47778,8245,7674,9670,6343,3979,6601,5266,5942773598.58702,4229765517.81076
"773",2008,10026,16054,3265,4165,4347,1963,883,1047,384,817870397.637826,712419550.870937
"774",2008,10027,25372,5882,6758,6647,2764,1255,1430,636,1245506814.32995,1011597554.39509
"775",2008,10028,25557,3293,2273,3682,3861,2770,4357,5321,8626209725.70143,4691609103.34339
"776",2008,10029,31490,7570,8995,9246,3222,1141,888,428,1502898776.62253,1156053942.7154
"777",2008,10030,11541,2551,3464,3446,1210,436,339,95,423777311.738164,380642093.5964
"778",2008,10031,26900,6523,8722,7577,2384,875,651,168,917960876.012996,790490096.702347
"779",2008,10032,29755,7045,10102,8343,2498,936,701,130,961510349.48459,830876301.842775
"780",2008,10033,30134,6467,9669,8772,2553,1135,1195,343,1164374009.1888,969950011.828279
"781",2008,10034,20855,4543,6483,5689,2213,948,858,121,768828169.061,665123711.085064
"782",2008,10035,13067,3132,4012,3659,1207,530,447,80,466375395.927892,409407086.150156
"783",2008,10036,17030,3019,2571,3318,2266,1466,2413,1977,3091438949.53151,1856675895.28263
"784",2008,10037,9077,1579,2165,2753,1486,627,422,45,391853928.74517,332858367.742339
"785",2008,10038,10679,2157,1966,2168,1414,777,1313,884,1050732195.50668,778132423.713157
"786",2008,10039,11473,2447,3460,3469,1241,480,336,40,402186395.899291,346120939.773259
"787",2008,10040,21218,4797,6496,5847,2211,859,837,171,798215863.985147,671368133.814456
"788",2008,10044,4102,718,628,883,594,418,616,245,324089234.677865,270468945.452203
"789",2008,10065,13458,1629,1183,2125,1839,1334,2384,2964,4866941059.21599,2379317100.88547
"790",2008,10069,2205,221,128,216,209,152,450,829,1020857849.67453,630213914.442498
"791",2008,10075,11981,1506,999,1815,1695,1272,2145,2549,3997703183.42114,2177931270.70219
"792",2008,10101,345,65,59,90,55,30,29,17,22502768.986519,19830938.0842628
"793",2008,10105,NA,345,NA,NA,NA,10,NA,15,NA,NA
"794",2008,10107,474,217,40,28,18,14,35,122,268614857.739297,112441035.432645
"795",2008,10108,NA,75,90,113,49,24,14,NA,NA,NA
"796",2008,10111,760,118,37,47,60,38,176,284,745761985.392585,206320314.905642
"797",2008,10112,NA,59,15,17,14,NA,15,137,NA,NA
"798",2008,10113,307,46,72,71,48,33,19,18,22246421.5095784,16175927.3871367
"799",2008,10116,NA,126,156,251,153,56,43,NA,NA,NA
"800",2008,10118,281,58,33,42,28,14,45,61,75915179.2132,44145666.1341229
"801",2008,10123,355,94,32,39,41,35,48,66,72923350.454082,30668580.2464811
"802",2008,10128,33085,4404,3364,5656,4923,3161,5410,6167,9394365354.4495,5316925345.68057
"803",2008,10150,707,121,101,185,139,60,66,35,55666168.0312862,39158361.250933
"804",2008,10156,NA,41,41,70,52,26,29,NA,NA,NA
"805",2008,10159,346,53,50,98,75,28,30,12,22447212.0982385,17856844.9827197
"806",2008,10162,736,86,50,55,74,78,171,222,192797277.096337,141275399.513772
"807",2008,10163,1245,179,171,276,185,110,162,162,136995491.339845,123638931.545621
"808",2008,10165,308,73,43,37,25,15,47,68,119790911.108436,18228077.7680984
"809",2008,10168,276,62,20,32,24,13,37,88,214079712.231442,48722836.1906388
"810",2008,10170,430,253,27,23,24,15,30,58,58130583.3948421,28409550.4435805
"811",2008,10172,370,135,16,13,16,14,39,137,79396756.6884732,50391482.5469235
"812",2008,10185,550,47,61,94,95,50,70,133,77828749.4660722,65192453.1833815
"813",2008,10274,527,115,50,66,42,24,23,207,3313446160.8661,2867862881.11387
"814",2008,10276,NA,75,71,99,44,24,35,NA,NA,NA
"815",2008,10280,3826,352,276,439,505,404,978,872,745401286.696095,603360719.763821
"816",2008,10281,1135,169,71,38,47,36,259,515,228309613.935816,213372401.38893
"817",2008,10282,2229,181,115,229,199,171,444,890,756278565.170409,649381319.415761
"818",2008,10301,16438,2928,3174,3827,2560,1458,1895,596,1130261857.41174,829490816.507486
"819",2008,10302,7203,1323,1609,1752,1021,665,758,75,373681771.147757,306993603.940567
"820",2008,10303,10793,1955,2593,2834,1547,993,834,37,496017623.01781,443769076.043971
"821",2008,10304,18163,3623,4160,4310,2281,1401,1759,629,1220056048.25776,879677811.792065
"822",2008,10305,18275,3009,3381,4262,2890,2004,2342,387,1124283659.03728,912517934.631479
"823",2008,10306,26184,4218,4230,5415,4130,3020,4372,799,1838221612.5695,1443729979.45103
"824",2008,10307,5963,1028,817,1070,864,700,1161,323,522114497.855831,397536435.057373
"825",2008,10308,13032,1926,1948,2411,2107,1705,2560,375,967391617.508264,745356351.965165
"826",2008,10309,13982,2256,2026,2555,2073,1676,2780,616,1111293527.89384,887096239.958533
"827",2008,10310,10159,1849,1964,2235,1485,975,1407,244,637240516.114648,511922798.23022
"828",2008,10312,28383,4489,3911,5262,4531,3601,5500,1089,2224203643.77533,1700528858.99864
"829",2008,10314,39184,6384,6590,8108,6120,4577,6316,1089,2672893579.24977,2072291564.4215
"830",2008,10451,19434,4367,6397,5880,1840,605,318,27,604179407.487424,518995087.618648
"831",2008,10452,NA,7957,12403,10238,2149,539,231,NA,NA,NA
"832",2008,10453,NA,8635,13234,9313,2114,577,279,NA,NA,NA
"833",2008,10454,NA,3514,5011,3512,787,199,116,NA,NA,NA
"834",2008,10455,NA,3688,5444,4453,946,255,128,NA,NA,NA
"835",2008,10456,NA,8580,13294,9948,2160,567,244,NA,NA,NA
"836",2008,10457,29023,7214,10961,8232,1865,499,236,16,768576625.718652,676226078.236653
"837",2008,10458,29920,7384,10392,8471,2425,831,397,20,863416680.369833,763385412.623253
"838",2008,10459,NA,4267,6501,5308,1306,389,206,NA,NA,NA
"839",2008,10460,NA,5448,8550,6945,1703,559,261,NA,NA,NA
"840",2008,10461,21862,3424,4513,6364,3627,1994,1764,176,1097899467.44772,924460864.61173
"841",2008,10462,35620,5905,8420,11778,5773,2244,1419,81,1494108092.10459,1318296630.9788
"842",2008,10463,31592,5282,6839,8146,4609,2614,3167,935,1942906451.96493,1414437973.11236
"843",2008,10464,2131,318,286,479,355,221,369,103,163181362.661098,119174260.142228
"844",2008,10465,18686,2726,3415,4883,3129,1994,2285,254,1101658518.92307,899457366.332281
"845",2008,10466,29153,5572,7878,9073,3749,1624,1202,55,1127209424.34062,1018045080.61112
"846",2008,10467,39540,7970,11469,12798,4607,1643,1009,44,1377440058.92902,1226689884.40562
"847",2008,10468,34706,7591,11109,11702,2800,932,537,35,1057322466.38819,925393580.077124
"848",2008,10469,28964,5095,7023,8657,4187,1992,1848,162,1293632911.8336,1120183038.4362
"849",2008,10470,7000,1130,1484,1986,1192,622,543,43,344682870.961131,287283188.647155
"850",2008,10471,9876,1321,1336,1868,1675,1199,1703,774,1171343601.9439,686744330.214396
"851",2008,10472,26025,6179,8742,7614,2309,741,424,16,776262234.883719,693997343.792459
"852",2008,10473,26122,4861,7172,8252,3379,1467,935,56,1017184767.32904,900335823.919207
"853",2008,10474,NA,1044,1599,1315,299,81,31,NA,NA,NA
"854",2008,10475,21124,2827,3911,7106,4285,1904,1040,51,1008360219.38668,814708917.096434
"855",2008,10501,633,124,65,83,63,54,135,109,85320089.5120772,60160356.6805123
"856",2008,10502,2887,605,276,339,248,259,617,543,400533235.28116,271611794.4692
"857",2008,10504,5721,1225,429,439,387,300,958,1983,2188295298.29046,1367237729.44007
"858",2008,10505,563,123,69,79,62,32,101,97,64733716.6751988,49913089.1580637
"859",2008,10506,2934,700,242,285,200,142,431,934,1155159032.83895,649192837.495496
"860",2008,10507,2596,471,415,507,352,202,363,286,500190989.2692,276928892.623918
"861",2008,10509,9489,1750,1305,1682,1245,994,1913,600,863660170.952204,628044629.704755
"862",2008,10510,5216,1102,427,531,438,380,969,1369,1321528557.4828,780658259.122839
"863",2008,10511,1106,187,170,194,192,115,203,45,84183775.1749469,66126054.8376726
"864",2008,10512,12149,2011,1619,2205,1743,1404,2544,623,1045012828.13979,786617491.954046
"865",2008,10514,5846,1513,353,379,328,261,833,2179,2580246074.82223,1311420151.90752
"866",2008,10516,2580,426,322,428,381,263,520,240,280517748.494239,197629575.982453
"867",2008,10517,454,70,49,95,75,60,87,18,35175216.271929,27847481.0074384
"868",2008,10518,742,181,62,79,63,52,150,155,122280451.303292,86233170.1139095
"869",2008,10519,346,55,41,76,61,33,54,26,37686247.3731796,19830010.0628465
"870",2008,10520,6109,1007,689,936,778,577,1247,875,804702421.042598,577115260.220448
"871",2008,10522,5121,845,558,875,713,506,950,674,672431111.341722,488484614.479953
"872",2008,10523,4022,613,739,968,606,394,559,143,293567723.258337,225194393.555704
"873",2008,10524,2076,349,221,325,255,233,467,226,278085603.616804,175806443.425176
"874",2008,10526,1050,221,111,148,107,97,189,177,163434230.332941,104777132.941703
"875",2008,10527,473,103,29,58,51,37,100,95,71805674.7060392,53273229.0313396
"876",2008,10528,5812,1017,726,952,835,514,857,911,1497264209.27666,733221994.174601
"877",2008,10530,7145,870,744,1156,1129,882,1549,815,830080744.199812,566089229.710705
"878",2008,10532,2635,453,317,432,367,286,606,174,240911887.169996,181518413.041279
"879",2008,10533,3793,747,334,441,386,337,718,830,901449386.870083,560958408.46214
"880",2008,10535,NA,47,65,86,60,40,69,NA,NA,NA
"881",2008,10536,5294,1274,455,541,431,372,955,1266,1236461031.80637,740868655.062431
"882",2008,10537,1218,187,206,255,204,144,204,18,78382726.5114293,65770908.8577002
"883",2008,10538,8397,1714,727,816,782,577,1285,2496,2764534035.12757,1576871874.5192
"884",2008,10540,335,59,40,52,53,26,81,24,30797192.1255489,23568532.7797448
"885",2008,10541,11977,2169,1416,1960,1649,1360,2773,650,1025592989.23186,808176383.898492
"886",2008,10542,279,41,58,81,37,25,27,10,17290189.3814285,13150470.7867303
"887",2008,10543,9411,1730,1340,1663,1217,810,1465,1186,1543696146.99063,885889487.364787
"888",2008,10546,754,157,60,70,89,51,147,180,122443196.316448,87627205.7959847
"889",2008,10547,3425,580,460,614,463,396,748,164,274864755.024447,224796782.0643
"890",2008,10548,1473,220,194,239,217,192,332,79,129008142.010906,100359053.057178
"891",2008,10549,8010,1557,1260,1338,870,609,1143,1233,1448499232.32704,849998047.72201
"892",2008,10550,16411,3143,4416,5197,2070,893,644,48,631018520.019057,569741665.506178
"893",2008,10551,NA,64,103,147,75,28,17,NA,NA,NA
"894",2008,10552,10238,1369,1616,2428,1863,1086,1361,515,770798174.685059,611999341.973019
"895",2008,10553,5294,889,1090,1573,843,414,433,52,265214134.817961,230256148.213945
"896",2008,10560,2123,393,213,266,238,207,423,383,386860223.486518,251083446.639245
"897",2008,10562,14310,2433,2473,3053,1949,1304,2157,941,1165932396.0326,888254502.057203
"898",2008,10566,11500,1734,2428,2906,1784,1028,1391,229,668727173.109778,559618308.107792
"899",2008,10567,9211,1702,1065,1299,1056,946,2164,979,1005910617.1384,754786840.647921
"900",2008,10570,6068,1204,671,808,619,455,1139,1172,969561344.790028,643607035.858645
"901",2008,10573,17624,3361,3740,4034,2149,1075,1864,1401,1685029023.28515,1177773570.61121
"902",2008,10576,2564,565,206,240,167,162,464,760,899638948.088564,441997889.375883
"903",2008,10577,1838,521,149,178,128,90,229,543,1357038425.10278,746622173.177107
"904",2008,10578,430,66,49,70,51,49,114,31,43056261.4631785,33048709.6886567
"905",2008,10579,4254,712,477,711,568,484,1012,290,389040593.841892,301171556.453186
"906",2008,10580,8215,1703,666,870,701,539,1157,2579,4038847332.16449,2335608531.73761
"907",2008,10583,19793,4249,1552,1949,1722,1355,3311,5655,6975174878.78274,3542683203.95789
"908",2008,10587,NA,59,44,79,50,39,73,NA,NA,NA
"909",2008,10588,1208,207,171,234,143,130,271,52,93781504.7658341,73510271.7092927
"910",2008,10589,4589,579,456,666,653,579,1122,534,538146843.927103,300291606.105832
"911",2008,10590,3259,672,296,354,338,249,715,635,503235389.395743,338401023.538891
"912",2008,10591,11312,1714,2047,2343,1481,1000,1658,1069,1375278237.99342,936487065.524339
"913",2008,10594,2491,447,303,398,321,242,515,265,267425705.627645,187780479.18614
"914",2008,10595,3277,539,399,494,448,311,734,352,346111885.234528,242880074.180318
"915",2008,10596,875,128,156,210,148,94,128,11,52308895.8872981,40096279.3607088
"916",2008,10597,519,133,42,44,20,29,57,194,213910776.00542,129347065.780212
"917",2008,10598,14102,2582,1525,1970,1637,1410,3569,1409,1525958250.57501,1135575501.08104
"918",2008,11001,13193,2124,1857,2443,1849,1526,2697,697,1084016125.04829,847008425.07786
"919",2008,11003,21037,3243,4571,5603,3260,2034,2129,197,1106658951.51135,959941610.1931
"920",2008,11004,6501,973,1047,1367,1112,796,1087,119,425759322.194424,340414255.36572
"921",2008,11005,1368,110,135,208,233,187,327,168,175106533.636024,27989805.1460108
"922",2008,11010,12082,1849,1838,2498,1975,1426,2173,323,851066519.620436,654411389.243153
"923",2008,11020,3047,687,347,417,292,212,526,566,518405363.58464,266977491.098938
"924",2008,11021,9528,1715,1021,1335,1268,891,1811,1487,1557052415.05808,790124689.645717
"925",2008,11023,4143,954,425,549,416,339,721,739,731988458.860761,329042260.013149
"926",2008,11024,3368,850,424,452,308,194,474,666,1127603205.95479,296482234.513115
"927",2008,11030,9224,1812,736,912,742,562,1551,2909,3072701484.88113,1637819197.76422
"928",2008,11040,20527,3381,2760,3513,2979,2225,4332,1337,1936678990.12043,1337393958.77615
"929",2008,11042,365,115,34,38,33,19,49,77,116727456.269323,33169357.9770648
"930",2008,11050,14570,2835,1796,2150,1528,1186,2468,2607,2691928375.13665,1590270520.02961
"931",2008,11096,3586,690,985,1036,444,228,190,13,144755472.119204,124505848.861481
"932",2008,11101,12047,2495,3083,3266,1410,700,779,314,635737471.492249,536237377.664551
"933",2008,11102,16862,3382,4200,4631,2379,1078,1037,155,748304725.543512,650836941.373184
"934",2008,11103,19308,3709,4569,5477,3002,1323,1060,168,865022286.220295,734906278.187137
"935",2008,11104,14468,2816,3391,3887,2220,1056,943,155,689105060.376145,573511896.171898
"936",2008,11105,19011,3306,4279,5141,3128,1515,1395,247,957993878.18389,795581590.979287
"937",2008,11106,20296,3762,4969,5667,3151,1377,1211,159,922083070.084648,772163362.441611
"938",2008,11109,1952,115,133,316,399,264,492,233,246691914.992534,221203928.986668
"939",2008,11201,25697,4174,3243,4352,3725,2518,4256,3429,3816432962.71724,2756549148.413
"940",2008,11202,NA,170,239,344,233,80,73,NA,NA,NA
"941",2008,11203,34652,6281,9277,11293,4494,1936,1284,87,1345384906.80261,1193683312.17337
"942",2008,11204,30115,7568,8341,6802,3452,1725,1737,490,1511650548.09061,1042462102.38109
"943",2008,11205,14982,2722,3756,3995,2110,1000,1074,325,784801110.753066,672343063.796166
"944",2008,11206,30896,7701,10478,8606,2670,845,503,93,963747348.961768,831621336.810906
"945",2008,11207,36926,8597,12366,10512,3508,1286,620,37,1139865070.36523,1030261860.57424
"946",2008,11208,38303,8736,13698,10846,3344,1089,573,17,1128182090.96286,1027061246.81184
"947",2008,11209,32762,5403,5904,7387,5570,3386,3893,1219,2320170848.13934,1725923222.72531
"948",2008,11210,27545,5110,6588,7849,3606,1769,1903,720,1762966442.62797,1183416299.70178
"949",2008,11211,36140,7517,10225,9173,4430,1947,2072,776,1746623703.66646,1418658353.61123
"950",2008,11212,34244,7689,11604,10292,3101,1059,479,20,1036152669.71489,929023373.471065
"951",2008,11213,25919,5710,8085,7834,2663,937,608,82,869926088.991414,761465843.807276
"952",2008,11214,36349,8619,9329,8533,4633,2575,2287,373,1577945639.33218,1297685792.72323
"953",2008,11215,33673,4447,5173,7670,5524,3170,4894,2795,3304286145.84156,2564797614.9468
"954",2008,11216,23362,4904,6752,7230,2732,1036,622,86,832038704.260006,754458916.629496
"955",2008,11217,17685,2407,2994,4336,2905,1567,2221,1255,1544762254.25086,1260553526.79883
"956",2008,11218,30223,6461,7756,7070,4033,2041,2346,516,1461202245.97384,1190689638.37998
"957",2008,11219,29041,8316,9982,5661,2409,1086,1187,400,1187037920.34247,775088026.889181
"958",2008,11220,42306,14398,13861,8207,3080,1329,1238,193,1228027882.12544,1030208565.94457
"959",2008,11221,31013,7182,10189,9023,3005,1042,531,41,965329400.902117,886319489.335591
"960",2008,11222,20507,3725,4406,6200,3313,1404,1245,214,961747817.285029,817256721.183916
"961",2008,11223,29730,7163,7544,6920,3623,1900,1883,697,1847718348.55095,1193941455.14608
"962",2008,11224,19660,4854,5258,5220,2307,1046,854,121,747531192.721993,601258778.777116
"963",2008,11225,27616,5234,7635,8957,3421,1305,880,184,1084724361.71051,929967130.519859
"964",2008,11226,46411,9356,14395,14680,5010,1700,1090,180,1617084951.37482,1444769680.48384
"965",2008,11228,17786,3538,3853,3769,2537,1564,2010,515,1065492853.9056,818438685.808228
"966",2008,11229,33973,7087,7450,7567,4853,2904,3410,702,1907037023.93333,1430410681.423
"967",2008,11230,32295,7623,7633,7490,3976,2120,2467,986,2085996174.07939,1301354757.86813
"968",2008,11231,16523,2403,2916,3725,2592,1516,2222,1149,1480164060.62727,1141506663.1909
"969",2008,11232,10584,2665,3135,2822,1108,442,353,59,373378986.271757,324197762.544216
"970",2008,11233,25700,5439,7832,7759,2999,1005,596,70,882083483.289878,804325012.456335
"971",2008,11234,39824,6363,7873,9937,6357,3842,4586,866,2485640261.36322,1913452096.92118
"972",2008,11235,35873,8318,7817,8158,4834,2826,3066,854,1958386124.40408,1476016614.02505
"973",2008,11236,43240,7306,10834,13447,6293,2920,2269,171,1845078267.43003,1714399543.75839
"974",2008,11237,19022,4770,6663,5289,1510,507,257,26,543443304.338649,494694138.980495
"975",2008,11238,26156,3968,5246,7386,4311,2092,2314,839,1619760175.11457,1361673633.37649
"976",2008,11239,NA,1343,1479,2191,1014,345,150,NA,NA,NA
"977",2008,11247,NA,54,89,96,60,22,12,NA,NA,NA
"978",2008,11352,NA,288,171,122,65,27,29,NA,NA,NA
"979",2008,11354,24748,7841,6038,5010,2717,1458,1402,282,988118913.094316,742380877.519406
"980",2008,11355,40779,15095,11004,7589,3484,1757,1592,258,1298100519.21934,1026970483.45509
"981",2008,11356,10492,2265,2689,2515,1347,777,793,106,477116418.180653,393012809.524785
"982",2008,11357,19016,3043,3212,3763,2929,2209,3079,781,1495105819.7085,982777786.560648
"983",2008,11358,17138,3498,3530,3586,2376,1541,2112,495,1024429891.07378,778483188.287154
"984",2008,11360,9896,1482,1368,1774,1587,1201,1892,592,858688577.482602,547237514.945665
"985",2008,11361,13394,2442,2479,2745,2142,1356,1779,451,875761861.94857,676092053.449751
"986",2008,11362,8653,1399,1367,1656,1278,1043,1507,403,673697760.397204,456704289.896332
"987",2008,11363,3461,584,510,553,504,372,571,367,412601107.988189,252281342.8483
"988",2008,11364,17156,2969,2934,3680,2767,1907,2411,488,1148864172.20062,854258354.058048
"989",2008,11365,19436,3898,3906,4265,2858,1871,2246,392,1110400904.49483,830296726.598135
"990",2008,11366,6485,1330,1148,1308,918,590,953,238,435899997.15497,310457248.475303
"991",2008,11367,17596,3478,3737,4284,2609,1519,1588,381,1035575781.6592,741470496.215929
"992",2008,11368,39840,11539,13140,10001,3404,1130,580,46,1120236131.60927,982352204.525772
"993",2008,11369,15176,3415,4709,4011,1737,755,504,45,534234999.174784,447474720.602362
"994",2008,11370,11821,2613,3158,2882,1471,802,788,107,511344568.231335,409744266.163918
"995",2008,11372,33063,7913,8667,8344,4046,2043,1764,286,1349766272.04626,1104873519.76956
"996",2008,11373,44846,12927,13210,10661,4538,1924,1433,153,1468215337.94394,1243756452.55051
"997",2008,11374,21742,4161,4048,5134,3736,2086,2188,389,1225558707.76238,972480713.020476
"998",2008,11375,35253,5253,5008,6774,6112,4178,5798,2130,3121809135.11481,2187427986.86823
"999",2008,11377,40501,9898,10889,10192,4959,2336,1990,237,1582535998.74171,1315810016.85859
"1000",2008,11378,15785,2956,3412,3880,2492,1422,1454,169,808393483.665424,660806762.416953
"1001",2008,11379,16885,2616,3021,3854,2824,1922,2236,412,1093119825.79578,847140351.63366
"1002",2008,11385,44563,9195,11226,12335,6115,3026,2453,213,1865189028.74059,1611586235.13558
"1003",2008,11386,NA,64,86,105,63,23,15,NA,NA,NA
"1004",2008,11411,9924,1351,2094,3005,1658,916,851,49,502044220.516315,418140923.576847
"1005",2008,11412,16657,2648,4172,5247,2554,1148,861,27,707497264.731394,621089375.596089
"1006",2008,11413,18994,2845,4285,5719,3053,1647,1348,97,907775417.138761,781530949.326371
"1007",2008,11414,12958,1902,2268,2902,2375,1510,1707,294,857972735.007852,624577254.369805
"1008",2008,11415,9259,1416,1646,2355,1801,948,901,192,554559558.785811,444674068.658441
"1009",2008,11416,10695,2462,3262,2958,1218,471,310,14,362620825.896327,326079003.965611
"1010",2008,11417,13288,2658,3420,3531,1799,938,882,60,569437871.145435,499845734.478346
"1011",2008,11418,15572,3351,4307,4240,1866,874,816,118,635843365.010736,545325812.845039
"1012",2008,11419,19848,4507,6078,5563,2156,888,615,41,681081393.815265,609993733.572416
